A2A,A1,hERG
0.6164908,0.72409177,0.3704357
0.59234554,0.6234648,0.27254695
0.5928242,0.5716359,0.20994651
0.5088684,0.5802948,0.29478377
0.6943487,0.68914235,0.3087244
0.6254331,0.656186,0.3476588
0.5682076,0.60698724,0.26406074
0.5168529,0.5487185,0.24162531
0.61174923,0.9142279,0.42489552
0.6324387,0.6611954,0.30163312
0.47963288,0.5416725,0.24355072
0.7833268,0.66704,0.26149374
0.6643956,0.9783718,0.3920347
0.5683998,0.52324617,0.3866927
0.69283384,0.69178766,0.28956783
0.901721,0.75173277,0.33995932
0.5431656,0.6091666,0.26017094
0.6107131,0.6266558,0.35854423
0.47028807,0.56725955,0.27293056
0.4804784,0.5054273,0.2854799
0.50761026,0.5459781,0.321854
0.5376167,0.5847542,0.37726945
0.6393329,0.6455182,0.22589189
0.5924324,0.5966521,0.36048192
0.46624395,0.48130676,0.2502525
0.5660462,0.62915474,0.1809364
0.52761036,0.6040676,0.2740714
0.5703139,0.61128545,0.2572621
0.6657207,0.6573371,0.3189407
0.7373549,0.69758415,0.35480088
0.6405142,0.58398163,0.28724593
0.5072568,0.5708344,0.3592177
0.49311194,0.4899063,0.3283233
0.4965969,0.53503,0.34275824
0.62794185,0.6763643,0.2707159
0.6290801,0.64560586,0.30362713
0.45511478,0.4643151,0.45667028
0.65632087,0.6702918,0.24682218
0.8112523,0.7229605,0.26988047
0.67991066,0.6824862,0.32884872
0.5747003,0.6282612,0.12174368
0.47786775,0.47287905,0.3209976
0.51621395,0.5034081,0.3349226
0.5505367,0.59168,0.25474793
0.6447895,0.7182963,0.2659477
0.5802628,0.657373,0.3576684
0.5375713,0.5557146,0.2736349
0.46508577,0.4726244,0.0061703324
0.5293026,0.6541355,0.32515496
0.5919015,0.6936049,0.40020502
0.5150023,0.5348681,0.149674
0.8363254,0.7981391,0.27652806
0.6975148,0.6551226,0.27890682
0.5304868,0.5405941,0.27203965
0.6561511,0.6473317,0.36435884
0.5855358,0.6325646,0.32706153
0.5076793,0.58256155,0.27167475
0.57197595,0.56925374,0.21649134
0.51364833,0.54977447,0.26862067
0.7215346,0.64028686,0.19649738
0.5159779,0.5591202,0.2121014
0.5743011,0.65006363,0.32854658
0.45451036,0.46451858,0.45664126
0.59860057,0.65999067,0.21958822
0.7407116,0.68816483,0.30082577
0.7706367,0.7740429,0.33863568
0.47830132,0.56997436,0.40392554
0.5082625,0.5887358,0.28572112
0.51642644,0.48655403,0.38330162
0.48659232,0.5144475,0.2765627
0.5475769,0.6529112,0.2989862
0.5798967,0.61394596,0.420323
0.9025638,0.89816684,0.32449657
0.6336244,0.47749472,0.37651914
0.53719944,0.65298337,0.26324087
0.89578295,0.6913805,0.29202354
0.67190534,0.7629137,0.2597366
0.6838638,0.65588313,0.25089657
0.5464208,0.61764956,0.32282376
0.5895594,0.61506385,0.28952593
0.51573163,0.51057345,0.18937176
0.5363868,0.5127481,0.37027478
0.74460465,0.5022639,0.2777998
0.72626114,0.7542763,0.3202222
1.0,0.6715295,0.29649377
0.6131945,0.6873818,0.35498708
0.5401931,0.55929506,0.26790428
0.6574787,0.6825155,0.3551212
0.55672765,0.49862754,0.37577003
0.4735636,0.5065666,0.25101268
0.8481654,0.68747,0.32203835
0.59042645,0.60900104,0.32224756
0.6647058,0.6222455,0.3687945
0.5950416,0.61324596,0.3720526
0.6314466,0.6063671,0.22422981
0.45946553,0.49885404,0.28509468
0.6455488,0.66085345,0.3045361
0.6185452,0.67470616,0.33349293
0.59743416,0.6630743,0.3135609
0.55049396,0.66951823,0.26979053
0.5377834,0.55161023,0.24590594
0.5178828,0.52952933,0.2654109
0.62166154,0.6962101,0.25352615
0.5729412,0.60474724,0.23608232
0.48219165,0.5960194,0.27029145
0.58247006,0.63550097,0.3018157
0.6236218,0.6181899,0.298869
0.5165489,0.53199273,0.2569433
0.5599763,0.5098089,0.30189383
0.6553085,0.83007616,0.2960859
0.50894505,0.56691635,0.3467263
0.6566234,0.69122535,0.2785179
0.5514808,0.60124636,0.25824052
0.5925937,0.6342813,0.29461938
0.6098598,0.6571959,0.2963521
0.6042473,0.62608784,0.30346537
0.65018976,0.54744226,0.29141408
0.56459785,0.6199972,0.24549693
0.6432102,0.65532494,0.34704864
0.6116459,0.568142,0.3410673
0.6013161,0.59284955,0.40108544
0.64908445,0.73448867,0.29969275
0.619181,0.6104311,0.22950858
0.47372568,0.5583751,0.24259979
0.6951396,0.71735334,0.31627494
0.48452464,0.4921889,0.45005882
0.57529247,0.5717051,0.2876789
0.6529782,0.6635475,0.28968102
0.48086783,0.49616164,0.37944746
0.4598301,0.4936475,0.32220227
0.6346132,0.6685834,0.4362163
0.59991133,0.75412863,0.2673816
0.59695905,0.5868725,0.260836
0.6093963,0.6070651,0.2045303
0.4806928,0.4970447,0.39324772
0.87798077,0.75623983,0.27801508
0.6149218,0.6988538,0.3587733
0.8326561,0.75414014,0.36087298
0.76285076,0.8129853,0.35458028
0.48308137,0.5893372,0.36987925
0.5876137,0.6200052,0.25265068
0.6070903,0.81861156,0.38333738
0.45781475,0.9616301,0.3246647
0.5885258,0.60625243,0.2102381
0.6149445,0.6773942,0.2735449
0.7411231,0.5670019,0.23299319
0.50267094,0.49347708,0.4276684
0.5805874,0.5857009,0.26107287
0.6810026,0.63255596,0.32891124
0.6524748,0.8841562,0.31125242
0.55571187,0.66131026,0.31398714
0.66738856,0.6636327,0.24677813
0.5970366,0.62221265,0.29159147
0.52686554,0.6639892,0.26498634
0.6240608,0.663991,0.38189006
0.4709718,0.5078081,0.38896555
0.6153272,0.63292605,0.41570973
0.52973306,0.57607335,0.3718192
0.67368966,0.65821916,0.34885395
0.5457735,0.66240114,0.37862277
0.7010385,0.67180556,0.34517634
0.5529358,0.5133505,0.31945294
0.49012655,0.5487782,0.24046183
0.56636703,0.51850575,0.17376852
0.7767292,0.7500938,0.35876828
0.6947641,0.64643353,0.38260645
0.72782856,0.723756,0.34949124
0.5410641,0.6604637,0.4527517
0.5293795,0.54880446,0.2653501
0.87272084,0.6996824,0.26780397
0.47544125,0.5132275,0.12924325
0.594519,0.60298234,0.35244364
0.5321124,0.6723075,0.24111348
0.48397782,0.56042016,0.3670919
0.65737855,0.64433545,0.40698093
0.64848554,0.7516942,0.27754468
0.6504923,0.7170173,0.2399047
0.69445837,0.703687,0.2409417
0.4711462,0.52639806,0.37361068
0.5220081,0.60811144,0.31795102
0.6916828,0.6720767,0.36082113
0.6319587,0.64689857,0.2604075
0.46877,0.47324067,0.3693136
0.6605431,0.7147105,0.33488458
0.5889347,0.639501,0.41770792
0.6122551,0.67080927,0.3374713
0.7779485,0.7770331,0.36552805
0.64464355,0.6626766,0.29453635
0.7516784,0.8092773,0.319654
0.59478533,0.681473,0.32035726
0.65976304,0.59144014,0.33689559
0.6292783,0.6160852,0.28678262
0.61326194,0.49840957,0.25092888
0.5995273,0.5017682,0.119588554
0.8941231,0.78020006,0.33582264
0.63700855,0.64616555,0.29314953
0.51202816,0.5090943,0.3064918
0.6918172,0.7305581,0.3274113
0.556936,0.51839775,0.31479383
0.60302395,0.70506704,0.42369783
0.7071478,0.91161156,0.23137116
0.5403752,0.49413496,0.2803207
0.6543786,0.7114112,0.37679344
0.45647928,0.48257554,0.37767142
0.55842966,0.58520794,0.38720995
0.5850649,0.65916926,0.22295451
0.63249546,0.6527408,0.32291436
0.51611453,0.5084183,0.28933758
0.4597409,0.4831273,0.19938457
0.468196,0.4972328,0.3587917
0.46527123,0.4975959,0.3230831
0.4649244,0.4680767,0.390198
0.64323837,0.60814786,0.29110402
0.6703098,0.5987489,0.30294806
0.70025116,0.7322654,0.3462305
0.563728,0.49504727,0.28338027
0.466332,0.46928602,0.37714458
0.46501875,0.4936574,0.28259087
0.4978111,0.515616,0.2552244
0.6140471,0.6032938,0.25706583
0.45507252,0.48088166,0.30446208
0.6294553,0.7152479,0.28587037
0.48500937,0.5287066,0.3099845
0.48616895,0.4897892,0.23314857
0.5244342,0.59277403,0.33415812
0.59521586,0.53612244,0.29442954
0.5791888,0.5552177,0.30132413
0.62239754,0.6252596,0.26659048
0.48328057,0.48591596,0.24596298
0.5015909,0.53554314,0.41420692
0.67429405,0.7174013,0.3632831
0.5950321,0.69882363,0.2154268
0.8909846,0.7994821,0.29937768
0.47024012,0.49155283,0.31708783
0.61994016,0.6924584,0.2353363
0.63703966,0.6210829,0.33775568
0.4645036,0.49464047,0.20999187
0.47531122,0.48728496,0.2567861
0.5141411,0.49747342,0.31649095
0.506998,0.58166045,0.30157012
0.4930632,0.48981455,0.39968824
0.5945529,0.703527,0.35966957
0.65356815,0.6739438,0.31108624
0.77274483,0.6249424,0.33079445
0.6157873,0.67742914,0.27225792
0.6345263,0.5865524,0.34931618
0.65447026,0.676587,0.32453674
0.71158737,0.59625226,0.2558568
0.7929473,0.84328485,0.29517227
0.69463193,0.6478349,0.27268183
0.4574187,0.4914075,0.3500532
0.4546392,0.47197518,0.38995904
0.5237674,0.5321173,0.373712
0.61683667,0.64535576,0.30320752
0.55533123,0.61314386,0.331293
0.59924245,0.639138,0.25870383
0.49861386,0.48731872,0.22121978
0.5956354,0.5727819,0.33779943
0.5636358,0.5853784,0.41401583
0.5304769,0.6615542,0.20300698
0.68530387,0.6644219,0.24211037
0.47850737,0.47501954,0.36407822
0.72832215,0.8870666,0.28529596
0.5903956,0.56959325,0.2802778
0.67353433,0.78415245,0.31633794
0.53200793,0.5850269,0.23511326
0.58004534,0.6238054,0.33468068
0.5561533,0.6317251,0.30075723
0.46997878,0.5060588,0.3567788
0.57034737,0.58783317,0.2253542
0.5196346,0.62411785,0.3201409
0.6740242,0.70251375,0.3265233
0.6619401,0.6368902,0.28221714
0.729157,0.75706005,0.30209416
0.869121,0.79478985,0.36426234
1.0,0.8570484,0.34662336
0.6788604,0.69534785,0.33117402
0.49773443,0.5383903,0.36861098
0.64938426,0.770443,0.23104614
0.5254149,0.50169086,0.353755
0.5621591,0.5090393,0.4422421
0.65295243,0.7528635,0.3389781
0.60947543,0.75224185,0.3838526
0.6304075,0.6768876,0.3273636
0.688364,0.703993,0.27052104
0.648779,0.65390706,0.37114048
0.50485426,0.55311334,0.25123906
0.52782345,0.50065637,0.24367726
0.75282997,0.7588203,0.26460207
0.5818572,0.5643725,0.39313084
0.65404373,0.6423687,0.3154291
0.7615692,0.8399763,0.25471485
0.66102636,0.66304445,0.30858022
0.4959639,0.6597606,0.3650574
0.7970314,0.6968735,0.29868627
0.5877446,0.57718414,0.15007252
0.5336795,0.5612654,0.18485147
0.4740109,0.47814977,0.438704
0.47511342,0.5759791,0.26851964
0.6278977,0.6299657,0.33104813
0.60722786,0.70956093,0.354396
0.6904561,0.6945196,0.3258626
0.664671,0.60679406,0.30830872
0.694261,0.6920334,0.3287182
0.56622577,0.5791941,0.3338048
0.63085306,0.6493936,0.25805557
0.58956844,0.67887956,0.37042093
0.67196816,0.6836013,0.2669683
0.5885622,0.62119395,0.26764226
0.60531074,0.69283634,0.3564002
0.64179087,0.69057304,0.352202
0.45673066,0.47091222,0.3951609
0.492529,0.5034171,0.42669046
0.6602622,0.51037264,0.27472103
0.5907298,0.65741813,0.28009927
0.51269174,0.48646742,0.39073497
0.7716457,0.7122493,0.3564725
0.6238438,0.6570436,0.28975308
0.4615858,0.47137025,0.26362103
0.5669796,0.6462488,0.22808248
0.5250437,0.5368188,0.2582733
0.5546174,0.5705432,0.2710386
0.60313755,0.7167763,0.22686404
0.46318048,0.468608,0.3858233
0.8555481,0.59583265,0.4399554
0.5005938,0.5072926,0.43753606
0.65638906,0.6515689,0.40166372
0.45961818,0.4688702,0.37733668
0.68877923,0.6745178,0.34833986
0.4868413,0.5489858,0.3217886
0.6623295,0.65424174,0.30658454
0.6131057,0.6659539,0.33899695
0.59417844,0.64496756,0.33243626
0.5843529,0.62957853,0.32747996
0.8098037,0.70036316,0.28791475
0.50569135,0.576473,0.34242922
0.4644816,0.521695,0.20281547
0.5975563,0.71838194,0.2729972
0.6300748,0.6889582,0.25804538
0.5280921,0.56569123,0.35137683
0.49175397,0.4864519,0.37734985
0.61955446,0.68990225,0.28540218
0.7400733,0.6469113,0.3080955
0.6017638,0.6283568,0.29604828
0.69523525,0.74991053,0.32081193
0.50115067,0.54740596,0.43356735
0.69661725,0.7012102,0.38875645
0.58603287,0.665943,0.28831828
0.5007983,0.5137849,0.22196865
0.54322207,0.5876234,0.2762316
0.5648038,0.61153984,0.33738625
0.6370679,0.66242874,0.38624603
0.6563405,0.69734013,0.29986233
0.5380353,0.55224574,0.3202026
0.65810096,0.7416431,0.3712352
0.5874732,0.56396484,0.19460833
0.5563399,0.6257186,0.19389093
0.48622087,0.5386429,0.3479696
0.6348213,0.60583633,0.15528923
0.56980705,0.5590287,0.22634739
0.61301726,0.6016117,0.4188074
0.45988005,0.4686488,0.34361875
0.6225002,0.6959615,0.24021286
0.46525878,0.5316725,0.24565727
0.66221166,0.72361356,0.302867
0.4845818,0.48095152,0.35569376
0.53575116,0.5818689,0.29839087
0.6269475,0.5356469,0.389422
0.62809086,0.6741258,0.24259138
0.5871232,0.56334156,0.16213852
0.87750816,0.6972294,0.29184526
0.5611639,0.59461784,0.28304654
0.5953019,0.73459065,0.22120011
0.5356533,0.5038562,0.32163316
0.8237692,0.6855589,0.27306956
0.72262216,0.8544196,0.4380893
0.6260105,0.647662,0.22244722
0.6134601,0.8304663,0.25464803
0.6146771,0.53845644,0.33025587
0.5041655,0.6031213,0.23995149
0.6473392,0.65659183,0.33534038
0.5212882,0.61990654,0.42046636
0.5419684,0.6357376,0.38324112
0.6040873,0.6311109,0.32964325
0.5275028,0.5656707,0.28797418
0.6204048,0.6136783,0.2254312
0.5283509,0.5265173,0.31964034
0.70917165,0.7209027,0.29342097
0.52765584,0.56197155,0.26321954
0.5035075,0.51378894,0.27995223
0.7687877,0.72687536,0.2745365
0.67926645,0.68193364,0.39156824
0.8727981,0.79309636,0.31233025
0.5373847,0.5246549,0.3057773
0.73929995,0.73174244,0.32863778
0.60296154,0.6243622,0.3166532
0.57786626,0.5957013,0.34792954
0.6782235,0.72914165,0.32795876
0.5877832,0.633866,0.24339902
0.67753506,0.7552399,0.24294883
0.6247873,0.667977,0.31373048
0.5268826,0.5747044,0.20559663
0.6042186,0.66240793,0.31322533
0.5607256,0.86423063,0.23632425
0.6109136,0.6305668,0.33430433
0.45540679,0.46546733,0.42599416
0.4825767,0.5024105,0.31342107
0.7205417,0.62906915,0.26195616
0.56284606,0.64853007,0.21901351
0.59008217,0.57426846,0.3205583
0.49288717,0.4890743,0.45001173
0.7393564,0.74906033,0.39350176
0.6118139,0.60849935,0.31389058
0.6581186,0.646876,0.32125205
0.59807104,0.63072807,0.16186988
0.56214625,0.50576484,0.32117552
0.47201437,0.49480546,0.30670083
0.56619257,0.59628534,0.29605585
0.45430225,0.46902338,0.35802364
0.7390966,0.7467776,0.41606265
0.4922063,0.51777256,0.23511595
0.62769765,0.662113,0.25656432
0.457796,0.48926872,0.2958508
0.6185169,0.73371273,0.27330756
0.46443862,0.50988024,0.27497584
0.65706545,0.6287107,0.36949223
0.49231213,0.55677724,0.3412481
0.5270169,0.5445723,0.36369163
0.56637025,0.50030774,0.20693046
0.5169681,0.5248168,0.2978428
0.5746541,0.5520157,0.31537426
0.58672804,0.5811455,0.28583628
0.6113952,0.65304124,0.2281729
0.5770681,0.5862602,0.15695769
0.6613715,0.6726376,0.3626886
0.5250421,0.5679231,0.34454197
0.6873799,0.7499282,0.36675066
0.5780038,0.6664297,0.18926632
0.55069077,0.52484185,0.32075912
0.5149784,0.56784874,0.44047964
0.7844961,0.69098914,0.3213749
0.58772224,0.5970089,0.2824443
0.53760815,0.5079942,0.25624263
0.45460966,0.46395347,0.45326543
0.65909445,0.62887615,0.3169834
0.6193857,0.63511544,0.32897645
0.48696995,0.49605218,0.27046436
0.546061,0.6155105,0.33299965
0.48416856,0.484543,0.3546552
0.72728586,0.73533416,0.36811262
0.55524725,0.52525896,0.29820728
0.764377,0.73968965,0.354392
0.45340908,0.46395347,0.44415677
0.6472386,0.6506076,0.33646065
0.6832523,0.71537477,0.3369003
0.613399,0.5920721,0.285626
0.5850977,0.6361558,0.27565575
0.5614397,0.56021136,0.15877247
0.5576533,0.62054104,0.32500988
0.68125826,0.6496098,0.2760539
0.5258859,0.5802563,0.18421346
0.53803974,0.5461415,0.33449662
0.5227589,0.7443735,0.40613943
0.6947183,0.73113686,0.24145049
0.7199612,0.74463904,0.24581659
0.6229423,0.8180512,0.35575736
0.48087937,0.49560252,0.3341537
0.573643,0.4903579,0.22703856
0.5665856,0.58955187,0.30303657
0.6266874,0.6748083,0.2753988
0.64646894,0.7115496,0.4378184
0.6220847,0.691646,0.25814205
0.6081841,0.6949696,0.29522216
0.9036248,0.86644477,0.3003015
0.48406404,0.5329957,0.34370333
0.52530426,0.61064124,0.3056621
0.6289722,0.55088174,0.19601846
0.6333579,0.6423105,0.29133803
0.6746856,0.71182853,0.28050172
0.5709224,0.5325159,0.2599184
0.6897276,0.71321934,0.2972741
0.47934866,0.48539227,0.33015263
0.4690576,0.4932058,0.25676626
0.48774543,0.49425638,0.26369703
0.4550532,0.47190347,0.27677697
0.4552808,0.4658732,0.35457557
0.59347904,0.7347842,0.37823135
0.6409559,0.7036275,0.18361145
0.6733982,0.6385382,0.23802078
0.6600393,0.68698007,0.3408407
0.681657,0.7620503,0.30922258
0.45479432,0.47249824,0.41887993
0.60296863,0.66693705,0.3527881
0.51564866,0.56699306,0.32668996
0.6131035,0.54922956,0.30245292
0.60917723,0.6516795,0.38712752
0.6097923,0.64222604,0.3168077
0.59347385,0.5867809,0.3769316
0.5690797,0.5090967,0.3457386
0.5089019,0.49302208,0.36230338
0.5278129,0.5388859,0.40551847
0.581519,0.59346193,0.22887045
0.7190805,0.78938365,0.36176002
0.5820031,0.6426274,0.32780755
0.53835726,0.577258,0.25915837
0.5526128,0.6700672,0.34807009
0.48971853,0.5458858,0.43939298
0.6810739,0.65037596,0.3403179
0.6412941,0.65521014,0.26926595
0.67574286,0.6746672,0.3645792
1.0,0.700193,0.31843555
0.60121286,0.68851763,0.27495217
0.48476934,0.49455673,0.33910865
0.5654733,0.604217,0.22944081
0.5522943,0.56894463,0.3675483
0.6724088,0.5527608,0.37563556
0.68103653,0.6642556,0.35945183
0.58129805,0.60528415,0.30051142
0.6638308,0.6803307,0.24851823
0.668852,0.70491546,0.3219623
0.4696721,0.52586734,0.4130509
0.6587983,0.64057326,0.25907415
0.5041128,0.50078666,0.2693051
0.6888856,0.7004975,0.3145975
0.62543845,0.6556201,0.29422873
0.7320549,0.86537015,0.2704239
0.6094309,0.6379898,0.3846715
0.64179885,0.59103084,0.3776908
0.5019072,0.50403726,0.38537097
0.52224934,0.5221098,0.22340351
0.4691926,0.4832413,0.13939476
0.47948256,0.5002154,0.31290835
0.7966105,0.62827545,0.3428769
0.46336666,0.50450593,0.26611674
0.7221885,0.7557401,0.284472
0.5304474,0.5738928,0.1893282
0.68606424,0.6906358,0.26146114
0.67546046,0.72949106,0.3269171
0.59165317,0.5804827,0.39210618
0.5739776,0.6789293,0.39671427
0.53501,0.5872238,0.20974302
0.53970253,0.58236015,0.31652433
0.5298354,0.48648545,0.3566193
0.4759427,0.5488678,0.343198
0.6936712,0.69969326,0.32176274
0.5119222,0.5033953,0.3624366
0.60873854,0.62563473,0.33542007
0.5499067,0.59926003,0.23795044
0.56422734,0.7078585,0.3924405
0.51095986,0.48066175,0.19053853
0.70801044,0.73456615,0.32102734
0.703869,0.7031117,0.3542573
0.55827373,0.58190113,0.25614953
0.4905928,0.50049055,0.32239413
0.46717724,0.4673349,0.44634354
0.747693,0.804341,0.33612728
0.65208524,0.7205067,0.2736132
0.6216367,0.67940754,0.2581792
0.50465184,0.58207554,0.25598872
0.4643,0.4645174,0.33672202
0.73088443,0.7074588,0.3600638
0.5116504,0.56497425,0.21597761
0.5388786,0.6100966,0.20760012
0.5935165,0.63601184,0.27164382
0.60100096,0.64478946,0.32286853
0.650453,0.6991667,0.2853576
0.62926656,0.68238366,0.27243966
0.61001617,0.6382371,0.3160357
0.4843643,0.50933826,0.24874562
0.6373008,0.65716827,0.24917841
0.58935505,0.66802096,0.27918792
0.61820924,0.73839617,0.33561814
0.71227896,0.51966417,0.2618811
0.5759049,0.64043874,0.2746696
0.54893506,0.57592803,0.3900109
0.6072738,0.689806,0.27738744
0.55033934,0.5783519,0.27985805
0.5590327,0.52815926,0.30557615
0.48057556,0.5909285,0.24395919
0.5772928,0.60488534,0.17805862
0.45679942,0.47017905,0.37259686
0.8149855,0.8345184,0.29571444
0.5756874,0.6504345,0.24991828
0.5814581,0.61593944,0.31329226
0.49596968,0.5765515,0.30902922
0.63035715,0.6614736,0.43684822
0.5526551,0.52003944,0.32948232
0.65352875,0.7041206,0.34233278
0.45605567,0.46706626,0.43803686
0.6338624,0.73176855,0.29380494
0.60200626,0.6944975,0.22188443
0.60992706,0.659009,0.3060578
0.9458027,0.85469234,0.32523632
0.5388942,0.51778543,0.17564481
0.7032799,0.7781507,0.41888267
0.60741884,0.5942045,0.2749049
0.4650803,0.49187535,0.3755669
1.0,0.8805695,0.2650535
0.6543828,0.6202015,0.26221168
0.54674816,0.59365475,0.29787922
0.49149567,0.52423644,0.29781038
0.6355505,0.67474854,0.26304805
0.68945074,0.6957132,0.3207652
0.566615,0.5884445,0.0
0.7153256,0.6873086,0.28628248
0.70784026,0.73312944,0.28217864
0.49598786,0.48070928,0.27840227
0.75602216,0.7301787,0.41213578
0.4693407,0.49011058,0.21480727
0.50921845,0.58693576,0.40668577
0.52967787,0.6034751,0.32778746
0.57292986,0.57940865,0.2523057
0.6738549,0.564261,0.38371545
0.5939414,0.5989689,0.31506032
0.53445244,0.58629626,0.4065833
0.4706879,0.56784,0.25732523
0.5317987,0.6773806,0.22123557
0.46079603,0.4762533,0.41076326
0.5308567,0.49650422,0.27707237
0.5884195,0.70572495,0.22066534
0.46172613,0.46651044,0.28245163
0.51311195,0.5359064,0.34588444
0.612565,0.7032872,0.34988922
0.53926516,0.5763907,0.20596081
0.68019104,0.63729525,0.29082227
0.47764012,0.5570809,0.2987244
1.0,0.9460809,0.35032856
0.51834697,0.5825857,0.27314234
0.47630113,0.5813773,0.38092464
0.8096491,0.79514116,0.25612766
0.6241213,0.6797994,0.33529055
0.655476,0.6454469,0.3490975
0.62083435,0.6774518,0.27807164
0.52685714,0.508256,0.24008256
0.4993445,0.5479565,0.22891289
0.7780863,0.6951161,0.3223979
0.60792696,0.63022494,0.2396571
0.58851904,0.61405534,0.22042406
0.7056018,0.5665461,0.3009516
0.5239983,0.49745187,0.30057198
0.57344586,0.6249054,0.38056874
0.5704907,0.5695649,0.28377306
0.47337422,0.56238014,0.37763602
0.5511054,0.65948474,0.34408945
0.504842,0.54224867,0.268988
0.4878095,0.54170084,0.18611127
0.5740259,0.6447439,0.2742206
0.5722305,0.5606528,0.2595926
0.7085432,0.66692156,0.34658343
0.65213233,0.5496023,0.36807895
0.7001251,0.69818443,0.36107492
0.5677873,0.6028909,0.31744134
0.6897843,0.6789317,0.335613
0.4706212,0.54081714,0.2692923
0.5079289,0.6205628,0.21662003
0.48277062,0.5769652,0.35705346
0.5057298,0.5149712,0.27759463
0.5757619,0.5951903,0.23157632
0.6570225,0.68656594,0.29877096
0.676292,0.6360349,0.3179016
0.61345387,0.6422292,0.27054095
0.47924367,0.5990264,0.37393308
0.64994454,0.6500895,0.38335747
0.5913363,0.6302296,0.34278816
0.8084867,0.61847806,0.27706432
0.64830387,0.6982642,0.3409707
0.57350385,0.592243,0.30336058
0.58974826,0.7015894,0.2873342
0.5341024,0.46886042,0.26756603
0.6158339,0.63636625,0.21478915
0.573032,0.6579212,0.22539544
0.58584285,0.5799112,0.22427142
0.6861129,0.6490074,0.34446788
0.6038576,0.6034302,0.30326343
0.53889966,0.5867709,0.35909182
0.58259124,0.63330805,0.2845723
0.71080506,0.6015973,0.3701378
0.50852674,0.56817657,0.2700137
0.60845786,0.6761982,0.22467071
0.587692,0.6393551,0.33164084
0.5735356,0.6150298,0.377191
0.6486592,0.6659274,0.31771618
0.65369207,0.68409294,0.35883272
0.6409204,0.64028025,0.35489178
0.7321461,0.54550266,0.3137352
0.7128108,0.72031444,0.3804056
0.61082673,0.6126215,0.2311244
0.64247185,0.52850384,0.38703775
0.59247196,0.60373795,0.33833158
0.75586057,0.6983339,0.31637937
0.4874913,0.53232956,0.22799611
0.5776294,0.55878484,0.2888043
0.49762702,0.5268816,0.3556044
0.55376506,0.6268296,0.19806564
0.64750963,0.6573152,0.2983899
0.63042617,0.63492554,0.26854485
0.65919816,0.6295713,0.2883457
0.6493911,0.6408109,0.29208654
0.60881174,0.7008124,0.26168764
0.46700454,0.46832383,0.37328696
0.4757539,0.48645034,0.40714407
0.5146433,0.5068815,0.4309315
0.45781732,0.5242267,0.29445785
0.62059,0.6355815,0.36112213
0.5876468,0.552118,0.31205726
0.6168788,0.6267823,0.31252086
0.60374814,0.6751452,0.3670469
0.5908057,0.65410095,0.41672397
0.5040749,0.56684935,0.31312954
0.78167,0.58620304,0.33037096
0.6856946,0.64367163,0.2970503
0.6079121,0.57458144,0.22444874
0.6372194,0.59004724,0.28133422
0.59733564,0.6209238,0.24248046
0.56574655,0.65629685,0.24772322
0.5524955,0.5219671,0.24647671
0.6275491,0.63912433,0.2633512
0.5575472,0.5376798,0.35032016
0.47737977,0.5718098,0.2022118
0.61365044,0.61236495,0.29606414
0.60725707,0.61181635,0.29865825
0.49869564,0.47969854,0.35343587
0.52706647,0.56696814,0.26511747
0.5046464,0.49293295,0.3688696
0.6635565,0.65904695,0.27651846
0.5198911,0.5335689,0.2918831
0.71215945,0.74459624,0.37693775
0.4768444,0.4830657,0.38937873
0.50035316,0.5624825,0.29714054
0.45618388,0.4657988,0.44184798
0.6433452,0.66348714,0.30775893
0.9708843,0.67788506,0.35115838
0.5073265,0.55982673,0.29753113
0.57131344,0.5585257,0.30733526
0.47846252,0.5660149,0.21928656
0.74834806,0.73125017,0.388353
0.6160036,0.51202303,0.44682735
0.571975,0.6377358,0.3790763
0.8669644,0.5881946,0.31892198
0.6871433,0.78071904,0.41022623
0.65864384,0.6811584,0.3282491
0.635364,0.6938856,0.41931587
0.66744006,0.7136579,0.27047783
0.5927941,0.656575,0.24856806
0.6609715,0.7161384,0.2987424
0.7817869,0.7549128,0.30548495
0.71999145,0.67179835,0.3805092
0.54126763,0.5201802,0.18574095
0.610915,0.58220744,0.19253755
0.5627429,0.5731809,0.2890936
0.67720443,0.6757309,0.25407887
0.47238827,0.578026,0.39582282
0.5671007,0.6252211,0.24777025
0.53275365,0.50954044,0.32918972
0.604384,0.65827996,0.28502446
0.5524214,0.64879864,0.35235226
0.48479545,0.4861674,0.36679047
0.72161514,0.67873436,0.38122672
0.59725285,0.66909015,0.36035556
0.601882,0.57822806,0.28636986
0.45340908,0.46395347,0.24782258
0.5418326,0.5099147,0.24354666
0.49666572,0.50147367,0.3006106
0.66082823,0.6993465,0.31904274
0.6119225,0.6878672,0.26255876
0.62442744,0.6397421,0.27696407
0.553448,0.49915856,0.32265282
0.51295805,0.5399326,0.26012504
0.8524011,0.8599516,0.34265125
0.6469065,0.6996663,0.2445401
0.5556491,0.47751972,0.2176829
0.49730262,0.56005067,0.41375035
0.5478049,0.5440636,0.36527413
0.5128966,0.63536274,0.26805103
0.5049709,0.5453635,0.28712618
0.54214406,0.48521745,0.3200481
0.7268658,0.7032923,0.32274354
0.5911298,0.6337516,0.32974434
0.46654525,0.55702454,0.382649
0.5922861,0.5911821,0.31382424
0.7437318,0.7672657,0.33040506
0.6419971,0.6474263,0.397775
0.63992655,0.6911492,0.27686048
0.5782552,0.589302,0.23796147
