smiles,pchembl_value,pred
N#Cc1c(-c2ccco2)cc(-c2ccccc2)nc1N,7.72,7.11710565897255
C#CCn1c(Br)nc2c(N)nc(C#CCCCCCC)nc21,9.25,6.6201623848908
COc1ccc2c(c1)CN(CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)CC2,8.49,7.63005572151917
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,7.464516129032258,6.842286883063039
CC(C)(C)OC(=O)NCCNc1nc(NCCNC(=O)OC(C)(C)C)n2nc(-c3ccco3)nc2n1,5.36,7.0497553690629315
O=C(CCN1CCCCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,7.09,6.9960160454675675
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)nc(N)nc32)[C@H](O)[C@@H]1O,5.5,6.450996986624693
CCCN(CCCNc1nc(Oc2ccc(CCNc3nc(N)n4nc(-c5ccco5)nc4n3)cc2)nc(N2CCOCC2)n1)CCc1cccc2c1CC(=O)N2.O=CO,6.92,7.023467221834086
Cn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,8.55,7.140326647854735
Cc1ccc(Nc2[nH]c3ccccc3c3nc(C4CCCC4)nc2-3)cc1,5.28,6.482662783868186
CC(=O)c1ccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)cc1,7.03,6.405537978309577
Cc1ccc(-n2nc(C)c3cnc(-c4ccc([C@H]5C[C@@H]5C(=O)O)cc4F)cc32)nc1,5.77,6.58558294968289
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CCC(C)O)nc32)[C@H](O)[C@@H]1O,5.61,6.3214147582817874
CC(C)N1CCN(C(=O)c2ccc3c(c2)-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1,7.68,7.108323471498227
CCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(CCC)c1=O,6.54,6.430998076220679
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)cc2n(CC)c1=O,6.92,6.711432975972781
CCCn1c(-c2ccccc2)nc2c(N)ncnc21,6.31,6.551400617727758
Nc1nc(NC2CCCCC2)nc2nc(-c3ccco3)nn12,8.45,7.04408823765645
Nc1nc(-c2ccc(C(F)F)o2)nc2sc(CN3CCOCC3)cc12,7.51,7.148511910264733
Nc1ncnc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CO)C[C@H]12,4.65,6.284891471663426
CCN(CCN1CCN(c2ccc(OCCOC)cc2)CC1)c1cc2nc(-c3ccco3)nn2c(N)n1,8.82,7.4228736553567485
COc1ccc(-c2cc(=O)[nH]c(Nc3ccccc3)n2)cc1OC,5.44,6.496184480938385
Cn1c(=O)c2[nH]c(-c3cccc(OCCN4CCCC4)c3)nc2n(C)c1=O,6.4,6.598668626357233
CC1CCC(N2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)CC1,6.21,6.332145416596572
Nc1nc(-c2ccco2)nc2sc(CN3CCC(F)(F)C3)cc12,8.06,7.289873035745238
CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(F)c5)ncnc43)[C@H](O)[C@@H]2O)n1,7.484999999999999,6.597048704079933
Nc1nc(-c2ccco2)c2ncn(CCc3ccccc3)c2n1,6.57,7.234185132653373
COC(=O)c1cccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)c1,8.4,7.358102446152907
Cc1cc(C)n(-c2cc(NC(=O)CCN3CC[C@H](N(C)C)C3)nc(-c3ccc(C)o3)n2)n1,8.62,7.2763755299341755
Nc1cc(C(=O)N2CCCC2)cc2nc(-c3ccccn3)nn12,7.24,6.886986470515582
CCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O,6.64,6.629690593364458
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC(O)C4CCCC4)nc32)[C@H](O)[C@@H]1O,6.82,6.314301669276597
CC(C)n1cnc2c(N)ncnc21,5.39,6.3792558704233615
N#Cc1c(N)nc(SCc2cccnc2)c(C#N)c1-c1ccc(OCC2CC2)cc1,6.37,6.713900567995898
C#CCn1c(=O)c2c(nc3n2CCCN3C2CCN(Cc3ccccc3)CC2)n(C)c1=O,6.2,6.498430771279557
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(C(=O)NCCN(C)C(=O)NCCN4CCCCC4)nc32)[C@H](O)[C@@H]1O,6.52,6.766880735519616
Nc1nc(N[C@H](CO)Cc2ccccc2)nc2c1ncn2[C@@H]1C[C@H](n2ccccc2=O)[C@@H](O)[C@H]1O,5.26,6.636944444457224
O=C(Nc1cnc(-c2ccncc2F)c(-c2ncco2)n1)C1CC1,6.39,6.715421224748231
CN(C)CCOc1ccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1,9.4,6.499983396328638
CNc1ncc(C(=O)OC(C)c2ccccc2)c2nc(-c3ccco3)nn12,7.96,6.95939317230584
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC(O)c4cccc(C(=O)OC)c4)nc32)[C@H](O)[C@@H]1O,6.84,6.522534534512249
Cc1ccc(-c2nc3cc(C(=O)N4CCCC4)cc(N)n3n2)o1,7.77,7.10748324373793
Nc1nc2c(cnn2CCN2CCN(c3ccc(F)cc3F)CC2)c2nn(Cc3cccc(Cl)c3)c(=O)n12,7.63,7.096117838210839
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(N4CCN(c5ccc(OCc6ccc(Cl)cc6)cc5)CC4)nc32)[C@H](O)[C@@H]1O,7.380000000000001,6.748121920792448
CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,8.04,6.637972641175527
Cc1cccnc1CNC(=O)c1cc(-c2ccccc2C#N)nc(N)n1,6.91,7.010027677527719
Nc1nc(N2CCN(C(=O)Cc3ccccc3)CC2)nc2nc(-c3ccco3)nn12,7.02,7.127022002020311
CCCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O,6.66,6.615268384274927
Nc1cc(NC(=O)CN2CCCCC2)cc2nc(-c3ccco3)oc12,6.46,7.060571391109081
CNc1nc(-n2cc(-c3cccnc3)cn2)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,5.39,6.260347281108504
CCNc1ncc(C(=O)OCC)c2nc(-c3ccco3)nn12,7.3,7.065531475576695
Cn1c(=O)n(CCN2CCN(c3nc(C(F)(F)F)cs3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,8.985,7.3529892988873105
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NNC(=O)c4ccc[nH]4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.5,6.312760214328852
COc1ccc(NC(=O)Nc2nc3nn(CCc4c(Br)cc(Br)cc4Br)cc3c3nc(-c4ccco4)nn23)cc1,5.69,6.942066180319051
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NN4C(=O)C(C)=C(C)C4=O)cc3)[nH]c2n(CCC)c1=O,5.71,6.608871924672506
CC(C)CCn1cc2c(nc(NC(=O)Cc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,8.73,7.093055362804438
O=C(c1ccc(F)cc1)c1c[nH]c(C(=O)NCCCn2ccnc2)c1,5.33,6.646129998854198
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@@H](Cc5ccccc5)C(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,7.2,6.885773646718356
COc1cccc2c(C(=O)NCc3cccc(COC4CCCC4)n3)nc(N)nc12,9.3,6.998202381698041
COCC[C@@H]1CCCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,6.56,7.020147958747536
N#Cc1ccc(-c2nc(N)c3cc(CN4CC=CC4)sc3n2)cc1,7.1,6.879879834625287
CC(C)n1cc(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)cn1,5.0,6.408275418394179
Nc1ccc2c(O)cc(-c3ccccc3)nc2n1,5.170000000000001,6.66443301644432
CCCCc1nc2[nH]cnc2c2nc(-c3ccc(F)cc3)nn12,6.29,6.632788763182904
Nc1nc(NCc2cccc(F)c2)nc2sc(-c3ccco3)nc12,9.09,7.246741633378248
Nc1nc(NCCN2CCC(c3ccccc3)CC2)nc2nc(-c3ccco3)nn12,7.864285714285714,7.126487921508527
O=C(Nc1nc(-c2ccccc2)c(C(=O)c2ccccc2)s1)c1ccco1,6.46,6.76660878299711
CCOC(=O)c1cnc(NC2CC2)n2nc(-c3ccco3)nc12,7.43,6.948775537686385
Nc1nc(-c2ccco2)c2ncn(Cc3ccc(C(F)(F)F)cc3F)c2n1,8.55,7.318558740969121
CCCn1cnc2c1c(=O)n(C)c(=O)n2CCC,5.3,6.270696183985475
CCCn1c(=O)n(C)c(=O)c2c1ncn2CC,5.23,6.272167920037288
CCC(=O)Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccc3c(c2)OCO3)n1,5.59,6.764000792256871
COc1cccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)c1,6.41,6.4788899050833395
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC(O)c4ccc(OC)cc4)nc32)[C@H](O)[C@@H]1O,6.15,6.433431942559638
N#Cc1c(N)nc2c(c1-c1ccc(F)cc1)CCC2,6.63,6.723426340523195
O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccco1,6.24,6.710699744430634
Cc1nccnc1-c1nc2cc(N(C)CCN3CCN(c4ccc(F)cc4F)CC3)nc(N)n2n1,9.52,7.05536250824458
CC(=O)Nc1cc(N2CCOCC2)nc(-n2nc(C)cc2C)n1,6.5,7.1008118853729485
COc1cccc(-c2nc(N)c3cc(CN4CCC(F)CC4)sc3n2)c1,6.52,6.967796149325356
C=C(CCC)C1=CC=C(CC2CCCCCCC2)C2C=C(C3=CC=CC3)C=C12,6.46,6.52255260585725
Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccc(Br)o3)nc12,7.46,7.033841540009095
COc1ccc(N2CCN(C(=O)COc3ccc(-c4cc5c([nH]4)c(=O)n(C)c(=O)n5C)cc3)CC2)cc1,6.77,6.517169295350405
N#Cc1c(-c2ccccc2)nc(NC(=O)c2ccc(Cl)cc2)nc1-c1ccccc1,7.48,6.570459854787032
C#CCn1c(=O)c2c(nc3n2CCCN3Cc2cccc(OC)c2)n(C)c1=O,6.49,6.560959677780309
O=C(Nc1nc(-c2ccccc2)nc2nn(CCc3ccccc3)cc12)c1cccc(Cl)c1,6.5,6.539459927332084
Cc1cccnc1Nc1nc(-c2cccc(C#N)c2)c(-n2ccnc2)s1,5.57,6.704965866818935
CCOc1ccc2c(O)cc(-c3ccccc3)nc2n1,5.82,6.469509926990827
CONc1nc(C#Cc2cccc(C(F)(F)F)c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.08,6.209568959514177
Cn1cc2c(nc(NCCCCCO)n3nc(-c4ccco4)nc23)n1,6.91,6.83163199946254
Cn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccc(Br)cc4)nc23)n1,5.23,6.4496581446634
COc1ccccc1Cc1cc2c(N)nc(-c3nc(C)cs3)nc2s1,7.88,7.004911341030052
Cl.N=C1N(Cc2ccccc2)C[C@@H]2Cc3ccccc3CN12,4.19,6.481445702065609
CC(=O)Oc1cccc2cc(-c3cccs3)c(=O)oc12,4.73,6.626195724689064
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC4(O)CCCCC4)nc32)[C@H](O)[C@@H]1O,6.46,6.322047890876192
CCOc1ccc2c(=O)cc(-c3ccccc3)n(CC)c2n1,5.85,6.481923435291039
Nc1nc2c(ncn2Cc2ccccc2Br)c2nc(-c3ccco3)nn12,8.34,7.428352041286905
CCCn1c(=O)c2nc(-c3cnn(Cc4ccccc4C(F)(F)F)c3)[nH]c2n(CCC)c1=O,6.64,6.536099201285589
Cc1cccc(-c2cc(C(=O)NCc3ncccc3C)nc(N)n2)c1,8.05,7.010180558579019
CN1CCN(C(=O)c2cccc(-c3nc(N)nc(-c4ccccc4O)n3)c2)CC1,8.63,6.824749846196063
CCC(O)(C#Cc1nc(N)c2nc(-c3cccc(F)c3)n(C)c2n1)CC,7.89,6.8122441829087395
C#CCOc1cccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)c1,8.29,6.800711146287936
Cc1csc(-c2cc(C(=O)NCc3ncccc3C)nc(N)n2)n1,6.23,7.073877635898503
Cc1ccc2c(NC3CCCCC3)cc(-c3ccccc3)nc2n1,6.156666666666666,6.454518706128651
CCCCn1c(=O)c2nc[nH]c2n(C)c1=O,5.12,6.412933840811135
O=C(CN1CCOCC1)Nc1cc(-n2cccn2)nc(-c2ccco2)n1,8.8,7.287636857351268
O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CC1,7.36,6.885731923770011
CCn1nnc([C@H]2O[C@@H](n3cnc4c(NC)ncnc43)[C@H](O)[C@@H]2O)n1,5.94,6.47119084418499
CCCn1c(=O)c2nc(-c3cc(OCC(=O)c4ccc(Br)cc4)nn3C)[nH]c2n(CCC)c1=O,7.6,6.615815376789643
CSc1nc(N)nc(-c2cccc(-c3ccc4[nH]ccc4c3)c2)n1,7.51,6.82182896161291
CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,7.228421052631579,6.512618375069751
COC[C@H]1CCCN1c1cc(NC(=O)NC(C)C)nc(-n2nc(C)cc2C)n1,7.37,6.970767788278687
Clc1ccc(Nc2nc3c(Cl)ncnc3s2)cc1,5.57,6.308738998898507
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccccc4)nc32)[C@H](O)[C@@H]1O,7.92,6.813252509695451
O=C(c1ccsc1)c1nc(C(F)(F)F)nc2ccsc12,7.25,6.580017984071171
CC(NC(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1)c1ccccc1,6.61,6.513413679383262
COc1ccc(NC(=O)Nc2nc3nn(C(C)(C)C)cc3c3nc(-c4ccco4)nn23)cc1,6.26,6.886369794105862
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)c(Br)c2n(CCC)c1=O,7.37,6.666438551950712
COc1cccc(CNc2nc(N)c3nc(-c4cnccn4)sc3n2)c1,6.01,6.892423751819249
CCCn1c(=O)[nH]c2[nH]cnc2c1=O,4.21,6.320391028390998
CNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.65,6.34134645929341
CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(C)c1=O,6.35,6.582995985707127
CCCn1c(-c2ccccc2)nc2c(NC3CCC3)ncnc21,6.44,6.265439280866378
CCCn1c(=O)[nH]c2nc(-c3cnn(Cc4cccc(F)c4)c3)[nH]c2c1=O,5.76,6.613567746847901
Cc1ccc(NC(=O)Nc2ncnc3c2nc(-c2ccco2)n3C)cc1,6.97,6.75946041239668
Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)NCCCCCC(=O)OC(C)(C)C)cc3)n3nc(-c4ccco4)nc23)n1,6.42,6.815520974630701
Cc1ccc2[nH]c3nc(SCC(=O)Nc4ncc(C)s4)nnc3c2c1,5.4,6.636919218272174
CCN(CC)C(=O)c1cnc2c(c1)nc(NC(=O)c1cccc(C#N)c1)n2CCCOC,7.8,6.801125866539304
CCCn1c(=O)c2nn(C3CCCCC3)nc2n(CCC)c1=O,4.66,6.310285556894295
c1coc(-c2nc3[nH]ccc3cc2-c2ccncn2)c1,6.21,6.93167862913658
Nc1nc2ccccc2n2c(=O)n(-c3ccc(O)cc3)nc12,7.1,6.653074268096494
Nc1nc(-c2ccco2)c2nnn(Cc3ccc(N)c(F)c3)c2n1,9.15,7.521076851194787
Cc1cccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)c1,8.52,7.407296966132662
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(Cl)cc4)cc3)cc2n(CCC)c1=O,7.5,6.739020791896709
CC(C)CCn1cc2c(nc(NC(=O)CCCNC(=O)OC(C)(C)C)n3nc(-c4ccco4)nc23)n1,6.53,7.047683438364109
Nc1nc2c(cnn2CCc2ccc(S(N)(=O)=O)cc2)c2nc(-c3ccco3)nn12,8.88,7.593510355762502
CCCn1c(/N=C/c2ccc(Cl)cc2)c(C#N)sc1=S,7.26,6.60885957430032
O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccc(Cl)cc3)nn12,5.51,6.569819304445363
N#Cc1c(-c2ccco2)cc(-c2cccs2)nc1N,7.92,7.165859434234372
Cc1ccc2nc(Nc3nc(C)cc(C)n3)[nH]c2c1,5.89,6.503761361648482
OC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.550000000000001,6.120255799275536
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(OCCc4c[nH]c5ccccc45)nc32)[C@H](O)[C@@H]1O,6.6,6.750193398081109
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3)nc2n(CCCOC)c1=O,7.25,6.724070697835737
CCN(CCN1CCN(c2ccc(F)cc2F)CC1)c1cc2nc(-c3ccco3)nn2c(N)n1,9.05,7.385462623901813
Nc1ccc(Nc2nc(-c3ccccc3)nc3c2ncn3Cc2ccccc2)cc1,5.3100000000000005,6.52602302083594
c1ccc(Nc2nc3c(N4CCCC4)ncnc3s2)cc1,6.46,6.370686276115998
CCCCc1nc2[nH]cnc2c2nc(-c3ccc(Br)cc3)nn12,5.48,6.592955785073881
Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccccn3)nc12,6.72,6.807435086212122
Cn1c(-n2nccn2)nc2c(N)nc(CCCCO)nc21,6.746666666666667,6.773562396346016
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NNC(=O)c4ccc(Br)o4)ncnc32)[C@H](O)[C@@H]1O,5.92,6.354360974875618
Cn1cc2c(nc(NCCCNC(=S)Nc3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)n3nc(-c4ccco4)nc23)n1,5.61,6.8331964809871035
COc1cccnc1CNC(=O)c1nc(N)nc2c(OC)cccc12,8.52,7.045035477786866
COc1cccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)c1,6.8,6.831432681588325
Nc1nc(NCCCCCNC(=O)c2ccc(S(=O)(=O)F)cc2)nc2nc(-c3ccco3)nn12,8.885000000000002,7.146363210504352
CCCn1cnc2c(N)nc(NCCCc3ccccc3)nc21,5.04,6.66481354091813
O=C(NCCCCCCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)c1cccc(-c2cc(C(=O)c3ccccc3)cs2)c1,6.36,6.445674128235157
CCNC(=O)[C@H]1OC(n2cnc3c(NCCCCCCCCNc4ccc([N+](=O)[O-])c5nonc45)ncnc32)[C@H](O)[C@@H]1O,5.29,6.355174180849869
CCCCCc1nc2[nH]cnc2c2nc(-c3ccccc3)nn12,6.7,6.574726807918317
CC(C)(C)OC(=O)N1CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)CC1,7.68,7.178307020796723
Oc1ccc(-c2cnc(N[C@H]3CC[C@H](O)CC3)nc2-c2ccccc2)cc1Cl,8.14,6.534221565802497
CCOC(=O)c1cnc(NC)n2nc(-c3ccco3)nc12,6.98,7.060009647842383
N=C(N)NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N,5.29,6.579102908690754
CCCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,5.91,6.929664082299212
Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12,7.31,6.624432901496673
Nc1nc2ccc(Cl)cc2n2nc(-c3ccccc3)nc12,6.79,6.679402961119145
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,4.805,6.4426300000364005
COCCOc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1F,9.15,7.42829077644534
Cc1cccc2[nH]c(-c3cnc4ccccc4n3)nc12,6.080000000000001,6.474435607832012
CC(=O)Nc1cc(N2CCC[C@@H]2COc2ccccn2)nc(-n2nc(C)cc2C)n1,7.4,7.004535408972686
O=C(CN1CCCCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,6.494999999999999,6.957666346991637
CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(SC)nc31)[C@H](O)[C@@H]2O,5.0,6.124418893380703
CCOC(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1,5.71,6.45690262593305
CN(Cc1ccco1)c1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,6.8,6.933716228174154
CCN(CC)CCN(C)C(=O)c1ccc2c(c1)-c1nc(N)nc(-c3ccccc3)c1C2=O,8.11,7.102065724190207
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccc(F)cc4)nc32)[C@H](O)[C@@H]1O,5.2,6.292293998081391
CCn1c(=O)c2[nH]c(-c3ccco3)nc2n(CCCOC)c1=O,6.31,6.818714463126258
COc1cc(N)[nH]c2nc(-c3ccc(F)cc3)c(-c3ccncc3)c1-2,6.115,6.827567297251496
Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3ccco3)n2)n1,8.7,7.441161086990718
CCCCC#Cc1nc(NC(C)C)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,6.71,6.108408966265204
COc1ccc2c(c1)CCN(CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)C2,8.6,7.609422978509426
O=C1CC(c2ccccc2)Cc2[nH]c(=O)c(S(=O)(=O)c3ccccc3)cc21,5.16,6.486328356901247
COc1cccc(CCCc2nc(N)c3nn(-c4ccccc4)cc3n2)c1,6.83,6.771243988237846
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC(O)c4cccc(C(=O)O)c4)nc32)[C@H](O)[C@@H]1O,5.42,6.489037910057901
Cn1c(=O)c2nc[nH]c2n(C)c1=O,5.3036,6.1818081500277815
OC1CS[C@@H](n2cnc3c(NCc4cccc5ccccc45)nc(Cl)nc32)[C@H]1O,7.61,6.38912071597097
Nc1nc(NC(=O)/C=C/c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.39,6.557056722873211
Cn1c(=O)c2c(cc(/C=C/c3ccccc3)n2C)n(C)c1=O,6.77,6.333450224253397
COc1cccc2cc(C(N)=O)c(=N)oc12,7.1,6.614725073841446
CC(=O)Nc1cc(-c2cccc(OC3CCCN(C)C3)c2)nc(-n2nc(C)cc2C)n1,9.0,7.095545854866359
COc1cccc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1,9.02,7.192091072999903
O=C(Nc1nc(-c2ccccc2)n[nH]1)C1CCCO1,5.23,6.47055749973387
C[C@@H](NC(=O)n1cnc2c(-c3ccco3)nc(N)nc21)c1ccccc1,7.58,7.154897698890866
Nc1nc2c(cnn2CCN2CCN(c3ccc(F)c(F)c3)CC2)c2nc(-c3ccco3)nn12,8.85,7.736379587346876
CCOC(=O)c1ccc(CCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,8.4,7.574699577664944
CC(C)Oc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,8.13,6.687330335206321
Cc1ccc(-c2nc3c(N)cc(C(=O)N4CCCC4)cn3n2)o1,7.12,7.058397951103936
CC(C)(C)OC(=O)N1CCC(Nc2nc(N)n3nc(-c4ccco4)nc3n2)CC1,5.76,7.06245472910197
CC(Oc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1)C(=O)N1CCN(c2ccc(Br)cc2)CC1,6.57,6.568808303053058
O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCc3cccc(Cl)c3)nc(Cl)nc21,5.346666666666667,6.046882816085757
COc1cc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)ccc1CN(C)C,9.52,7.323906261421928
COc1ccc(CNc2ncc(C(=O)O)c3nc(-c4ccco4)nn23)cc1,4.91,7.038916188514763
CCOCCn1c(NC(=O)c2cccc(C#N)c2)nc2cc(C(=O)N3CCOCC3)cnc21,5.48,6.833241852312545
COc1ccccc1Cc1cc2c(N)nc(-c3ccc(C)o3)nc2s1,7.96,7.180883686895389
CCNC(=O)[C@H]1OC(n2cnc3c(NCCCCCCCCCCNc4ccc([N+](=O)[O-])c5nonc45)ncnc32)[C@H](O)[C@@H]1O,5.21,6.355284450412751
CCOc1cc(-c2ccccc2)nc2c1ccc(=O)n2CC,5.279999999999999,6.5172967332586484
CC(C)Cn1c(Br)nc2c(N)ncnc21,5.22,6.494333510908821
C#CCn1c(=O)c2c(nc3n2CCCN3c2cccc(Br)c2)n(C)c1=O,6.55,6.612640486507057
Cc1cn2c(N)nc(-c3ccccc3)nc2n1,6.17,6.590858768999988
Cn1c(=O)c2[nH]c(-c3ccc(OC(C)(C)C(=O)N4CCN(c5nc6cc(Cl)ccc6s5)CC4)cc3)cc2n(C)c1=O,5.0,6.647289064403701
CC(=O)Nc1cc(-c2cccc(OC3CCN(C)CC3)c2)nc(-n2nc(C)cc2C)n1,8.22,7.1390254368187716
CCOC(=O)c1cnc(NCC(C)C)n2nc(-c3ccco3)nc12,7.35,7.067568044147494
COC[C@H]1CCCN1c1cc(NC(C)=O)nc(-c2nccs2)n1,7.7,6.855428061560959
CCOC(=O)c1cnc(NC(C)C)n2nc(-c3ccco3)nc12,6.99,7.01892671769893
Nc1nc(NC(=O)c2ccccc2)n2nc(-c3ccco3)nc2n1,7.36,7.091561951618606
CCOC(=O)c1cnc(NN)n2nc(-c3ccco3)nc12,7.2,7.128592321645678
CNC(=O)[C@H]1[Se][C@@H](n2cnc3c(NCc4cccc(Br)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.91,6.253291354880556
Cn1c(=O)c2c(nc3n2CCN3C2CCCCC2)n(C)c1=O,5.79,6.311771308016788
Nc1nc(-c2ccccc2)nc(-c2ccccc2O)n1,7.37,6.694663151436169
CN(C)c1nc(-c2cc3ccccc3s2)c2sccc2n1,5.88,6.68102505578334
CCc1c(C(=O)NCc2ncccc2C)nc(N)nc1-c1ccc(C)o1,6.74,7.144780209031663
COc1cccc2c1nc(N)n1nc(CN3CCN(c4cnn(C(C)(C)C)c4)C[C@H]3C)nc21,8.03,7.102402749608105
CC(C)c1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,8.82,7.462064061661621
CC(=O)Nc1cc(-c2ccccc2O)nc(-n2nc(C)cc2C)n1,8.72,7.0410945233196
COc1ccc(N(CCO)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,7.01,6.882305605433996
