smiles	token
COc1ccccc1C(=O)Nc1nc(N)nc(-c2ccco2)c1[N+](=O)[O-]	C O c 1 c c c c c 1 C ( = O ) N c 1 n c ( N ) n c ( - c 2 c c c o 2 ) c 1 [N+] ( = O ) [O-]
Fc1c(Cl)cccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21	F c 1 c ( L ) c c c c 1 C n 1 c c c 2 c ( O C 3 C C N ( C c 4 c s c n 4 ) C C 3 ) n c n c 2 1
CNc1ncnc2c1ncn2C1SC(C(=O)NCC2CC2)C(O)C1O	C N c 1 n c n c 2 c 1 n c n 2 C 1 S C ( C ( = O ) N C C 2 C C 2 ) C ( O ) C 1 O
c1ccc(C(C(c2ccccc2)N2CCCCC2)N2CCCCC2)cc1	c 1 c c c ( C ( C ( c 2 c c c c c 2 ) N 2 C C C C C 2 ) N 2 C C C C C 2 ) c c 1
CC(C)S(=O)(=O)NC1CN(C)CC1c1ccc(-c2ccccc2F)cc1	C C ( C ) S ( = O ) ( = O ) N C 1 C N ( C ) C C 1 c 1 c c c ( - c 2 c c c c c 2 F ) c c 1
N#Cc1ccc(OCCCN2CC3CN(CCCNS(=O)(=O)c4ccccc4)CC(C2)O3)cc1	N # C c 1 c c c ( O C C C N 2 C C 3 C N ( C C C N S ( = O ) ( = O ) c 4 c c c c c 4 ) C C ( C 2 ) O 3 ) c c 1
Fc1ccc2c(C3CNCCC3F)c(-c3ccc4ccccc4c3)[nH]c2c1	F c 1 c c c 2 c ( C 3 C N C C C 3 F ) c ( - c 3 c c c 4 c c c c c 4 c 3 ) [nH] c 2 c 1
O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)C1CC1	O = C ( N c 1 n c ( - c 2 c c c c c 2 ) n c 2 c 1 n n n 2 C c 1 c c c c c 1 ) C 1 C C 1
CC1OC(n2cnc3c(NC4CCCC4)ncnc32)C(O)C1NC(=O)C1(c2ccccc2)CCCCC1	C C 1 O C ( n 2 c n c 3 c ( N C 4 C C C C 4 ) n c n c 3 2 ) C ( O ) C 1 N C ( = O ) C 1 ( c 2 c c c c c 2 ) C C C C C 1
CCOC(=O)c1c(CC)c(C(=O)SCC)c(CC)[n+](C)c1C1CCCC1	C C O C ( = O ) c 1 c ( C C ) c ( C ( = O ) S C C ) c ( C C ) [n+] ( C ) c 1 C 1 C C C C 1
NC(=O)c1nn(-c2ccc(F)cc2)c2c1CCc1ccc(NC(=O)c3cc(N4CCN(Cc5cnn(CCCO)c5)CC4)ncc3Cl)cc1-2	N C ( = O ) c 1 n n ( - c 2 c c c ( F ) c c 2 ) c 2 c 1 C C c 1 c c c ( N C ( = O ) c 3 c c ( N 4 C C N ( C c 5 c n n ( C C C O ) c 5 ) C C 4 ) n c c 3 L ) c c 1 - 2
COC(=O)N1CCC(CN2CCC(NC(=O)c3cc(Cl)c(N)cc3OC)C(OC)C2)CC1	C O C ( = O ) N 1 C C C ( C N 2 C C C ( N C ( = O ) c 3 c c ( L ) c ( N ) c c 3 O C ) C ( O C ) C 2 ) C C 1
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(Cl)cc5)CC4)cc3)[nH]c2c1=O	C C C n 1 c ( = O ) [nH] c 2 n c ( - c 3 c c c ( S ( = O ) ( = O ) N 4 C C N ( C c 5 c c c ( L ) c c 5 ) C C 4 ) c c 3 ) [nH] c 2 c 1 = O
O=C1NCc2ccc(OCCCCN3CCN(c4cccc5c4CCCC5)CC3)cc21	O = C 1 N C c 2 c c c ( O C C C C N 3 C C N ( c 4 c c c c 5 c 4 C C C C 5 ) C C 3 ) c c 2 1
Cn1nc(-c2cnc(N)c(-c3ccc(C(N)=O)cc3)n2)nc1C1(c2ccccc2)CC1	C n 1 n c ( - c 2 c n c ( N ) c ( - c 3 c c c ( C ( N ) = O ) c c 3 ) n 2 ) n c 1 C 1 ( c 2 c c c c c 2 ) C C 1
COCCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(F)cc3)sc12	C O C C N ( C ( C ) = O ) c 1 c c c ( O C ) c 2 n c ( N C ( = O ) c 3 c c c ( F ) c c 3 ) s c 1 2
CC(=O)c1ccccc1NC(=O)C=Cc1ccc(-c2nc3c(=O)n(CC4CCCCC4)c(=O)n(CC4CCCCC4)c3[nH]2)cc1	C C ( = O ) c 1 c c c c c 1 N C ( = O ) C = C c 1 c c c ( - c 2 n c 3 c ( = O ) n ( C C 4 C C C C C 4 ) c ( = O ) n ( C C 4 C C C C C 4 ) c 3 [nH] 2 ) c c 1
Nc1nc(OCCCCc2ccccc2)nc2c1ncn2C1OC(CO)C(O)C1O	N c 1 n c ( O C C C C c 2 c c c c c 2 ) n c 2 c 1 n c n 2 C 1 O C ( C O ) C ( O ) C 1 O
CCCNc1nc(-c2cnn(Cc3ccccc3)c2)nc2c1ncn2C1OC(CO)C(O)C1O	C C C N c 1 n c ( - c 2 c n n ( C c 3 c c c c c 3 ) c 2 ) n c 2 c 1 n c n 2 C 1 O C ( C O ) C ( O ) C 1 O
Cn1c(SCCCN2CCC3(CC3c3ccc(C(F)(F)F)cc3)C2)nnc1C1=CCC(=O)N=C1	C n 1 c ( S C C C N 2 C C C 3 ( C C 3 c 3 c c c ( C ( F ) ( F ) F ) c c 3 ) C 2 ) n n c 1 C 1 = C C C ( = O ) N = C 1
O=C(Nc1ccc(N2CCN(C(=O)C3CCC(C(=O)O)CC3)CC2)nc1)c1nc(-c2ccccc2)oc1C(F)(F)F	O = C ( N c 1 c c c ( N 2 C C N ( C ( = O ) C 3 C C C ( C ( = O ) O ) C C 3 ) C C 2 ) n c 1 ) c 1 n c ( - c 2 c c c c c 2 ) o c 1 C ( F ) ( F ) F
CCNC(=O)C1OC(N2CNc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)C(O)C1O	C C N C ( = O ) C 1 O C ( N 2 C N c 3 c ( N ) n c ( N C C c 4 c c c ( C C C ( = O ) O ) c c 4 ) n c 3 2 ) C ( O ) C 1 O
CCOC(=O)C1=C(c2ccccc2)N=C(C)C(=C(O)OCC)C1C=C(c1ccccc1)c1ccccc1	C C O C ( = O ) C 1 = C ( c 2 c c c c c 2 ) N = C ( C ) C ( = C ( O ) O C C ) C 1 C = C ( c 1 c c c c c 1 ) c 1 c c c c c 1
CCCn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1	C C C n 1 c c 2 c ( n c ( N C ( = O ) N c 3 c c c c c 3 L ) n 3 n c ( - c 4 c c c o 4 ) n c 2 3 ) n 1
CCC(CC)NC(=O)CCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1	C C C ( C C ) N C ( = O ) C C c 1 c c ( - c 2 c c c c ( C ( F ) ( F ) F ) c 2 ) n c ( C # N ) n 1
CC1(O)C(O)C(CCl)OC1n1cnc2c(NC3CCCC3)nc(Cl)nc21	C C 1 ( O ) C ( O ) C ( C L ) O C 1 n 1 c n c 2 c ( N C 3 C C C C 3 ) n c ( L ) n c 2 1
Nc1nc(-c2ccco2)nc2sc(CN3CCC(O)CC3)cc12	N c 1 n c ( - c 2 c c c o 2 ) n c 2 s c ( C N 3 C C C ( O ) C C 3 ) c c 1 2
CC(C)(C)NC(=O)NCCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1	C C ( C ) ( C ) N C ( = O ) N C C N 1 C C C ( C N C ( = O ) c 2 c c ( L ) c c ( L ) c 2 ) C C 1
CCCCCCCCc1cccc(CCCCCCCC)[n+]1C	C C C C C C C C c 1 c c c c ( C C C C C C C C ) [n+] 1 C
CC1=C(C(=O)Nc2nc3ccccc3s2)C(c2ccco2)C(C#N)=C(SCC(N)=O)N1	C C 1 = C ( C ( = O ) N c 2 n c 3 c c c c c 3 s 2 ) C ( c 2 c c c o 2 ) C ( C # N ) = C ( S C C ( N ) = O ) N 1
O=P(NCc1ccccc1-c1cccnc1)(c1ccccc1)c1ccccc1	O = P ( N C c 1 c c c c c 1 - c 1 c c c n c 1 ) ( c 1 c c c c c 1 ) c 1 c c c c c 1
Cn1c(=O)c2c(nc3n2CCCN3c2ccc(OCCN3CCOCC3)cc2)n(C)c1=O	C n 1 c ( = O ) c 2 c ( n c 3 n 2 C C C N 3 c 2 c c c ( O C C N 3 C C O C C 3 ) c c 2 ) n ( C ) c 1 = O
C=CCn1c(=O)c2[nH]c(Cc3c(F)cccc3F)nc2n(Cc2ccco2)c1=O	C = C C n 1 c ( = O ) c 2 [nH] c ( C c 3 c ( F ) c c c c 3 F ) n c 2 n ( C c 2 c c c o 2 ) c 1 = O
CNS(=O)(=O)c1cccc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3ccccc3)CC2)c1	C N S ( = O ) ( = O ) c 1 c c c c ( C ( = O ) N 2 C C C ( C C N 3 C 4 C C C 3 C C ( n 3 c ( C ) n c 5 c c c c c 5 3 ) C 4 ) ( c 3 c c c c c 3 ) C C 2 ) c 1
COc1ccc2ncc(C#N)c(CC(O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1	C O c 1 c c c 2 n c c ( C # N ) c ( C C ( O ) C 3 4 C C C ( N C c 5 c c c 6 c ( n 5 ) N C ( = O ) C O 6 ) ( C C 3 ) C O 4 ) c 2 n 1
C#CCn1c(=O)c2c(nc(C=Cc3ccc4c(c3)OCO4)n2C)n(C)c1=O	C # C C n 1 c ( = O ) c 2 c ( n c ( C = C c 3 c c c 4 c ( c 3 ) O C O 4 ) n 2 C ) n ( C ) c 1 = O
CC(C)(C)C(=O)Nc1ncnc2c1cnn2CCN1CCCCC1	C C ( C ) ( C ) C ( = O ) N c 1 n c n c 2 c 1 c n n 2 C C N 1 C C C C C 1
CCC(CC)Nc1nc(Cl)nc2c1ncn2C1C(O)C(O)C2(CO)CC12	C C C ( C C ) N c 1 n c ( L ) n c 2 c 1 n c n 2 C 1 C ( O ) C ( O ) C 2 ( C O ) C C 1 2
Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C(C)C)CC3)cccc2n1	C c 1 c c c 2 c ( N 3 C C N ( C C c 4 c c c c 5 c 4 O C C ( = O ) N 5 C ( C ) C ) C C 3 ) c c c c 2 n 1
CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4cc[nH]n4)cc3)cc2n(CCC)c1=O	C C C n 1 c ( = O ) c 2 [nH] c ( - c 3 c c c ( C O C ( = O ) N c 4 c c [nH] n 4 ) c c 3 ) c c 2 n ( C C C ) c 1 = O
CN(CCC1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)C(=O)c1c[nH]nn1	C N ( C C C 1 C C N ( C ( = O ) O C c 2 c c ( L ) c c ( L ) c 2 ) C C 1 ) C ( = O ) c 1 c [nH] n n 1
Cc1cc2ncn(Cc3ccc(Cl)cc3)c2cc1C	C c 1 c c 2 n c n ( C c 3 c c c ( L ) c c 3 ) c 2 c c 1 C
COc1ccc2ncc(F)c(CCC34CCC(N(C)Cc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1	C O c 1 c c c 2 n c c ( F ) c ( C C C 3 4 C C C ( N ( C ) C c 5 c c c 6 c ( n 5 ) N C ( = O ) C O 6 ) ( C C 3 ) C O 4 ) c 2 n 1
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1n[nH]c2ccccc12	O = C ( N C C ( O ) C N 1 C C C ( O c 2 c c c ( L ) c ( L ) c 2 ) C C 1 ) c 1 n [nH] c 2 c c c c c 1 2
CCOC(=O)C1=C(C)NC(=O)CC1c1cccs1	C C O C ( = O ) C 1 = C ( C ) N C ( = O ) C C 1 c 1 c c c s 1
Cn1c(=O)c(S(C)(=O)=O)c(CCc2ccccc2)c2cc(OCC(=O)NCc3ccccc3)ccc21	C n 1 c ( = O ) c ( S ( C ) ( = O ) = O ) c ( C C c 2 c c c c c 2 ) c 2 c c ( O C C ( = O ) N C c 3 c c c c c 3 ) c c c 2 1
CC(=O)OC1c2cc(-c3ccccc3)cnc2C=Cc2c(C#N)cccc21	C C ( = O ) O C 1 c 2 c c ( - c 3 c c c c c 3 ) c n c 2 C = C c 2 c ( C # N ) c c c c 2 1
CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1nc(-c2ccccc2)n[nH]1	C C ( C ) ( O c 1 c c c ( L ) c c 1 ) C ( = O ) N c 1 n c ( - c 2 c c c c c 2 ) n [nH] 1
CCNC(=O)C1OC(n2cnc3c(N)nc(NCc4ccccc4)nc32)C(O)C1O	C C N C ( = O ) C 1 O C ( n 2 c n c 3 c ( N ) n c ( N C c 4 c c c c c 4 ) n c 3 2 ) C ( O ) C 1 O
Cc1ccccc1-n1nc(C(F)(F)F)c(-c2ccc3nccnc3c2)c1Nc1ccccc1C(=O)O	C c 1 c c c c c 1 - n 1 n c ( C ( F ) ( F ) F ) c ( - c 2 c c c 3 n c c n c 3 c 2 ) c 1 N c 1 c c c c c 1 C ( = O ) O
COc1cccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)c1	C O c 1 c c c c ( C n 2 n c c 3 c ( - c 4 c c c o 4 ) n c ( N ) n c 3 2 ) c 1
C#CCn1c(=O)c2c(nc3n2CCCN3CCc2ccccc2)n(C)c1=O	C # C C n 1 c ( = O ) c 2 c ( n c 3 n 2 C C C N 3 C C c 2 c c c c c 2 ) n ( C ) c 1 = O
CC(C(=O)O)c1cccc(Oc2ccccc2)c1	C C ( C ( = O ) O ) c 1 c c c c ( O c 2 c c c c c 2 ) c 1
Fc1cccnc1-c1ccc2[nH]nc(-c3cncc(OC4CNCCC45CC5)n3)c2c1	F c 1 c c c n c 1 - c 1 c c c 2 [nH] n c ( - c 3 c n c c ( O C 4 C N C C C 4 5 C C 5 ) n 3 ) c 2 c 1
CC(C)CCNCC(O)Cn1c2ccccc2c2ccccc21	C C ( C ) C C N C C ( O ) C n 1 c 2 c c c c c 2 c 2 c c c c c 2 1
Cn1c(=O)c2c(cc(C#CCc3ccccc3)n2C)n(C)c1=O	C n 1 c ( = O ) c 2 c ( c c ( C # C C c 3 c c c c c 3 ) n 2 C ) n ( C ) c 1 = O
CCOc1cc(CN2CCC(Nc3nc4cc(C(N)=O)ccc4o3)CC2)cc(OCC)c1F	C C O c 1 c c ( C N 2 C C C ( N c 3 n c 4 c c ( C ( N ) = O ) c c c 4 o 3 ) C C 2 ) c c ( O C C ) c 1 F
N#Cc1ccc(OCCN2CC3CN(CCNS(=O)(=O)c4cccc(F)c4)CC(C2)O3)cc1	N # C c 1 c c c ( O C C N 2 C C 3 C N ( C C N S ( = O ) ( = O ) c 4 c c c c ( F ) c 4 ) C C ( C 2 ) O 3 ) c c 1
CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1C=CC(=O)O	C C O c 1 c c ( N C ( = O ) C 2 ( N C ( = O ) c 3 c c c 4 c ( C 5 C C C C 5 ) c ( - c 5 n c c ( L ) c n 5 ) n ( C ) c 4 c 3 ) C C C 2 ) c c c 1 C = C C ( = O ) O
CCC(=O)Nc1nc(-c2ccccc2)n[nH]1	C C C ( = O ) N c 1 n c ( - c 2 c c c c c 2 ) n [nH] 1
Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccccc5)C4)n3C)cccc2n1	C c 1 c c c 2 c ( - c 3 n n c ( S C C C N 4 C C 5 C C 5 ( c 5 c c c c c 5 ) C 4 ) n 3 C ) c c c c 2 n 1
CCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1	C C n 1 c c 2 c ( n c ( N C ( = O ) N c 3 c c c ( R ) c c 3 ) n 3 n c ( - c 4 c c c o 4 ) n c 2 3 ) n 1
c1ccc(Cn2cnc3c(-c4ccccc4)cc(-c4ccccc4)nc32)cc1	c 1 c c c ( C n 2 c n c 3 c ( - c 4 c c c c c 4 ) c c ( - c 4 c c c c c 4 ) n c 3 2 ) c c 1
COc1ccc(-c2ccc(SC3OC(CO)C(O)C(O)C3O)c(C)c2)cn1	C O c 1 c c c ( - c 2 c c c ( S C 3 O C ( C O ) C ( O ) C ( O ) C 3 O ) c ( C ) c 2 ) c n 1
CC(Cc1ccccc1)Nc1ncnc2c1ncn2C1CCCCO1	C C ( C c 1 c c c c c 1 ) N c 1 n c n c 2 c 1 n c n 2 C 1 C C C C O 1
CSCC1OC(n2cnc3c(N)nc(I)nc32)C(O)C1O	C S C C 1 O C ( n 2 c n c 3 c ( N ) n c ( I ) n c 3 2 ) C ( O ) C 1 O
COc1ccc(N2CCOCC2)c2sc(NC(=O)C(C)(C)Oc3ccc(C(F)(F)F)cc3)nc12	C O c 1 c c c ( N 2 C C O C C 2 ) c 2 s c ( N C ( = O ) C ( C ) ( C ) O c 3 c c c ( C ( F ) ( F ) F ) c c 3 ) n c 1 2
COc1nc2ccc(CO)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12	C O c 1 n c 2 c c c ( C O ) c c 2 c c 1 C ( c 1 c c c c c 1 ) C ( O ) ( C C N ( C ) C ) c 1 c c c c 2 c c c c c 1 2
COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1C1CCN(CCO)CC1	C O c 1 c c 2 n n c ( C ( N ) = O ) c ( N c 3 c c c ( C ) c c 3 F ) c 2 c c 1 C 1 C C N ( C C O ) C C 1
COC(=O)c1cccc(C23CCC(N(CCN(C(C)C)C(C)C)C(=O)Nc4ccc(F)c(F)c4)CC2C3)c1	C O C ( = O ) c 1 c c c c ( C 2 3 C C C ( N ( C C N ( C ( C ) C ) C ( C ) C ) C ( = O ) N c 4 c c c ( F ) c ( F ) c 4 ) C C 2 C 3 ) c 1
Clc1cccc(N2CCN(CCCCNc3ccc4ccccc4n3)CC2)c1Cl	L c 1 c c c c ( N 2 C C N ( C C C C N c 3 c c c 4 c c c c c 4 n 3 ) C C 2 ) c 1 L
CN(CCN1CCN(c2ccc(F)cc2F)CC1)c1cc2nc(-c3ccco3)nn2c(N)n1	C N ( C C N 1 C C N ( c 2 c c c ( F ) c c 2 F ) C C 1 ) c 1 c c 2 n c ( - c 3 c c c o 3 ) n n 2 c ( N ) n 1
CCCC(=O)Nc1cc(-c2ccc(C)cc2)nc(-c2ccc(C)cc2)n1	C C C C ( = O ) N c 1 c c ( - c 2 c c c ( C ) c c 2 ) n c ( - c 2 c c c ( C ) c c 2 ) n 1
CC(C)Oc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1	C C ( C ) O c 1 n c ( N ) c 2 n c n ( C 3 O C ( C O ) C ( O ) C 3 O ) c 2 n 1
CN(C)C(=O)C1SC(n2cnc3c(NC4CCCC4)nc(Cl)nc32)C(O)C1O	C N ( C ) C ( = O ) C 1 S C ( n 2 c n c 3 c ( N C 4 C C C C 4 ) n c ( L ) n c 3 2 ) C ( O ) C 1 O
OCCN1CC=CCC(c2ccc(Cl)c(Cl)c2)C1	O C C N 1 C C = C C C ( c 2 c c c ( L ) c ( L ) c 2 ) C 1
O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1CC1CCCN1CCCCc1ccc(OCCCN2CCCCCC2)cc1	O = c 1 c 2 c c c c c 2 c ( C c 2 c c c ( L ) c c 2 ) n n 1 C C 1 C C C N 1 C C C C c 1 c c c ( O C C C N 2 C C C C C C 2 ) c c 1
Nc1sc(-c2cncnc2)cc1C(=O)c1ccccc1	N c 1 s c ( - c 2 c n c n c 2 ) c c 1 C ( = O ) c 1 c c c c c 1
Cc1ccc(C(=O)c2nc(NC(=O)c3cccnc3)nc3ccsc23)s1	C c 1 c c c ( C ( = O ) c 2 n c ( N C ( = O ) c 3 c c c n c 3 ) n c 3 c c s c 2 3 ) s 1
O=C(NC1C(CO)OC(n2cnc3c(NC4CCCC4)ncnc32)C1O)c1ccc2c(c1)OCO2	O = C ( N C 1 C ( C O ) O C ( n 2 c n c 3 c ( N C 4 C C C C 4 ) n c n c 3 2 ) C 1 O ) c 1 c c c 2 c ( c 1 ) O C O 2
CC(OC(=O)N1CCC(CNc2ncccn2)CC1)c1ccccc1	C C ( O C ( = O ) N 1 C C C ( C N c 2 n c c c n 2 ) C C 1 ) c 1 c c c c c 1
Nc1nc(NN=CC=Cc2ccccc2)nc2c1ncn2C1OC(CO)C(O)C1O	N c 1 n c ( N N = C C = C c 2 c c c c c 2 ) n c 2 c 1 n c n 2 C 1 O C ( C O ) C ( O ) C 1 O
COc1ccc2ncc(F)c(CC(OC)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1	C O c 1 c c c 2 n c c ( F ) c ( C C ( O C ) C 3 4 C C C ( N C c 5 c c c 6 c ( n 5 ) N C ( = O ) C O 6 ) ( C C 3 ) C O 4 ) c 2 n 1
O=C(C1SC(n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)C(O)C1O)N1CCOCC1	O = C ( C 1 S C ( n 2 c n c 3 c ( N C c 4 c c c c ( I ) c 4 ) n c ( L ) n c 3 2 ) C ( O ) C 1 O ) N 1 C C O C C 1
CCCn1c(=O)c2nc(-c3cnn(Cc4cccc(C)c4)c3)[nH]c2n(CCC)c1=O	C C C n 1 c ( = O ) c 2 n c ( - c 3 c n n ( C c 4 c c c c ( C ) c 4 ) c 3 ) [nH] c 2 n ( C C C ) c 1 = O
CNC(=O)C12CC1C(n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCC(=O)NCCCCN)nc31)C(O)C2O	C N C ( = O ) C 1 2 C C 1 C ( n 1 c n c 3 c ( N C c 4 c c c c ( L ) c 4 ) n c ( C # C C C C ( = O ) N C C C C N ) n c 3 1 ) C ( O ) C 2 O
NCC1CCC2CN(c3nc(N)n4nc(-c5ccco5)nc4n3)CCN2C1	N C C 1 C C C 2 C N ( c 3 n c ( N ) n 4 n c ( - c 5 c c c o 5 ) n c 4 n 3 ) C C N 2 C 1
N#Cc1c(N)nc(SCc2coc(-c3ccc(F)cc3)n2)c(C#N)c1-c1ccc(O)cc1	N # C c 1 c ( N ) n c ( S C c 2 c o c ( - c 3 c c c ( F ) c c 3 ) n 2 ) c ( C # N ) c 1 - c 1 c c c ( O ) c c 1
Cn1cc2c(nc(NC(=O)c3ccccc3)n3nc(-c4ccc(Cl)cc4)nc23)n1	C n 1 c c 2 c ( n c ( N C ( = O ) c 3 c c c c c 3 ) n 3 n c ( - c 4 c c c ( L ) c c 4 ) n c 2 3 ) n 1
CCN(CC)CCOc1ccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1	C C N ( C C ) C C O c 1 c c c ( - c 2 n c 3 c ( [nH] 2 ) c ( = O ) n ( C ) c ( = O ) n 3 C ) c c 1
CCn1nc(Cc2ccc(OC3CCC3)cc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1	C C n 1 n c ( C c 2 c c c ( O C 3 C C C 3 ) c c 2 ) c c 1 C 1 C C N ( C C 2 C N ( C ( C ( = O ) O ) C ( C ) ( C ) C ) C C 2 c 2 c c c c ( F ) c 2 ) C C 1
CCOC(=O)C1CN(S(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)CC(=O)N1Cc1ccc(C(=N)N(C)C)cc1	C C O C ( = O ) C 1 C N ( S ( = O ) ( = O ) c 2 c c 3 c c ( L ) c c c 3 [nH] 2 ) C C ( = O ) N 1 C c 1 c c c ( C ( = N ) N ( C ) C ) c c 1
N#Cc1ccc2[nH]c(C3CCC4(CC3)CN(c3ccccn3)C(=O)O4)nc2c1	N # C c 1 c c c 2 [nH] c ( C 3 C C C 4 ( C C 3 ) C N ( c 3 c c c c n 3 ) C ( = O ) O 4 ) n c 2 c 1
Cn1c(=O)c2c(c3ccc(-c4cccc(Cl)c4)cc3n2C)n(C)c1=O	C n 1 c ( = O ) c 2 c ( c 3 c c c ( - c 4 c c c c ( L ) c 4 ) c c 3 n 2 C ) n ( C ) c 1 = O
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2O	C c 1 n c 2 n ( c ( = O ) c 1 C C N 1 C C N ( c 3 c c c c 4 s c c c 3 4 ) C C 1 ) C C C C 2 O
N#Cc1c(N)nc(SCc2csc(-c3ccc(Cl)cc3)n2)c(C#N)c1-c1ccc2c(c1)OCO2	N # C c 1 c ( N ) n c ( S C c 2 c s c ( - c 3 c c c ( L ) c c 3 ) n 2 ) c ( C # N ) c 1 - c 1 c c c 2 c ( c 1 ) O C O 2
Fc1ccc(CNc2nc(Oc3ccccc3)nc3nc(-c4ccco4)nn23)cc1	F c 1 c c c ( C N c 2 n c ( O c 3 c c c c c 3 ) n c 3 n c ( - c 4 c c c o 4 ) n n 2 3 ) c c 1
NC1(C(=O)NC(CO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1	N C 1 ( C ( = O ) N C ( C O ) c 2 c c c ( L ) c c 2 ) C C N ( c 2 n c n c 3 [nH] c c c 2 3 ) C C 1
CN(CCN1CCN(c2cccc(C(F)(F)F)c2)C1=O)CC12CCC(CC1)C2(C)C	C N ( C C N 1 C C N ( c 2 c c c c ( C ( F ) ( F ) F ) c 2 ) C 1 = O ) C C 1 2 C C C ( C C 1 ) C 2 ( C ) C
O=C(Nc1ccc(-c2ccncc2)c(-c2ccc(F)cc2)n1)C1CC1	O = C ( N c 1 c c c ( - c 2 c c n c c 2 ) c ( - c 2 c c c ( F ) c c 2 ) n 1 ) C 1 C C 1
CCCC1CC(N(C)C(C)C)CCC1N1CCC(NC(=O)c2cc(C(F)(F)F)ccc2NC(=O)NC(C)C)C1=O	C C C C 1 C C ( N ( C ) C ( C ) C ) C C C 1 N 1 C C C ( N C ( = O ) c 2 c c ( C ( F ) ( F ) F ) c c c 2 N C ( = O ) N C ( C ) C ) C 1 = O
CCn1c(=O)c2[nH]c(Cc3ccco3)nc2n(CCCOC)c1=O	C C n 1 c ( = O ) c 2 [nH] c ( C c 3 c c c o 3 ) n c 2 n ( C C C O C ) c 1 = O
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1Cl	C C ( = O ) N c 1 c c ( N c 2 c c ( N C 3 C C 3 ) n 3 n c c ( C # N ) c 3 n 2 ) c c c 1 L
CCCC1=NC(c2ccccc2)=C(C(=O)OCC)C(CC)C1=C(O)SCC	C C C C 1 = N C ( c 2 c c c c c 2 ) = C ( C ( = O ) O C C ) C ( C C ) C 1 = C ( O ) S C C
CN1CCCC1Cn1nc(Cc2ccc(Cl)cc2)c2cccnc2c1=O	C N 1 C C C C 1 C n 1 n c ( C c 2 c c c ( L ) c c 2 ) c 2 c c c n c 2 c 1 = O
CCOc1ccc(CCOC(=O)N2CCN(CCCc3ccccc3)CC2)cc1	C C O c 1 c c c ( C C O C ( = O ) N 2 C C N ( C C C c 3 c c c c c 3 ) C C 2 ) c c 1
C=CCN(C(=O)NCc1ccc(C(F)(F)F)cc1)C1CC2CCC(C1)N2CC1CN(C(=O)C2CCCC2)CC1(O)c1cccc(F)c1	C = C C N ( C ( = O ) N C c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) C 1 C C 2 C C C ( C 1 ) N 2 C C 1 C N ( C ( = O ) C 2 C C C C 2 ) C C 1 ( O ) c 1 c c c c ( F ) c 1
COc1ccc(-c2ccccc2)c2cc(C(=O)NN3CCOCC3)oc12	C O c 1 c c c ( - c 2 c c c c c 2 ) c 2 c c ( C ( = O ) N N 3 C C O C C 3 ) o c 1 2
