smiles,pchembl_value
CCN(CC)c1nc2nn(C)cc2c2nc(-c3ccco3)nn12,5.84
Nc1nc2c(s1)Cc1cc(-c3ccccc3C(F)(F)F)ccc1-2,3.99
O=c1c2ncn3nc(-c4ccccc4)cc3c2c(-c2ccccc2)nn1Cc1ccccc1,5.84
CC(=O)[C@H]1[C@H](C#N)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,3.99
CNc1ncc(C(=O)NCc2ccc(F)cc2)c2nc(-c3ccco3)nn12,6.6
Nc1sc2c(c1C(=O)c1cccc(C(F)(F)F)c1)CCCCCC2,3.99
N#Cc1c(N)nc(SCCO)c(C#N)c1-c1ccc(C(F)(F)F)cc1,6.82
COC(=O)c1cnc2c(cnn2CC(Cl)c2ccccc2)c1N1CCCC1,5.4
Cn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc21,6.78
CCNC(=O)c1cnn(-c2nc(N[C@H]3CCCO3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,8.0
COP(=O)(OC)O[C@@H]1CCC[C@H]1Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3.99
OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(N[C@H](C4CCC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,6.53
CNC(=O)c1cc(C(C)Sc2nc(N)c(C#N)c(-c3ccc(OCC(F)(F)F)cc3)c2C#N)ccn1,8.55
Nc1nc(C(=O)NCc2cccc3cc[nH]c23)c2cccc(F)c2n1,7.27
C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,3.99
Cl.Nc1sc2c(c1C(=O)NCc1ccccc1)CCN(Cc1ccccc1)C2,4.88
Nc1nc(NCCc2ccccc2)nc2sc(-c3ccccc3)nc12,6.92
CCCn1c(Oc2ccc(C)nc2)nc2nc(C3CCCC3)[nH]c2c1=O,6.2
Cc1cccc(C)c1NC(=O)C(C)N,3.99
Cc1ccc(C(=O)c2cnc(N)n2-c2ccc(F)cc2)cc1,3.99
Cc1ccc(C(=O)Nc2nc(-c3ccccc3)c(-c3nc(N)c4c5c(sc4n3)CCCC5)s2)cc1,3.99
O=c1c(O)c(-c2c(F)ccc(F)c2Cl)oc2ccccc12,3.99
COc1ccc(NC(=O)Nc2nc3cnn(CCc4ccccc4)c3c3nc(-c4ccco4)nn23)cc1,6.28
O=C(Nc1ncnc2nn(Cc3ccccc3)cc12)c1cccc(Cl)c1,3.99
Nc1nc2c(cnn2CCCc2ccc3c(c2)OCO3)c2nc(-c3ccco3)nn12,5.66
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,3.99
CCOC(=O)CCN1CCN(c2ccc3c(O)cc(-c4ccccc4)nc3n2)CC1,3.99
CC(=O)Nc1ccc(-c2nc(SCc3cccc(CCC(=O)N4CCN(CCN5CCCC5)CC4)n3)nc(N)c2C#N)cc1,3.99
CC1CCC(C)N1Cc1cccc2c1-c1nc(N)nc(-c3ccccc3)c1C2=O,6.85
Cc1ccc(-c2nc(NC(=O)CN3CCN(C)CC3)cc(-n3cccn3)n2)o1,6.07
CNc1nc(-n2cc(-c3ccccn3)nn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.71
CCCC1C(=O)c2nc(CN3N=C(Cl)CCC3=O)[nH]c2N(C)C1=O,5.04
OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(N[C@@H](C4CCC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,6.84
c1ccc(Nc2nc3ncnc-3c(NC3CCCCC3)[nH]2)cc1,5.56
CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,8.3
Nc1nc(-c2ccco2)c2nnn(Cc3ccc([N+](=O)[O-])cc3)c2n1,6.11
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N[C@H]4C[C@@H]5C[C@@H]4C4SC45)ncnc32)[C@H](O)[C@@H]1O,9.485
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,3.99
Nc1ncc(C(=O)c2ccncc2)n1-c1ccc(F)cc1,3.99
Nc1nc(Cc2cccs2)nc2cn(-c3ccccc3)nc12,6.4
CC(C)N(CCOc1ccc2c(c1)-c1nc(N)nc(-c3ccccc3)c1C2=O)C(C)C,6.73
I.Nc1nc2c(s1)Cc1cc(-c3cccc(Cl)c3)ccc1-2,3.99
Nc1ncc(-c2cccc(Cl)c2)c(-c2ccccc2)n1,7.26
CCCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1,6.52
CCCCn1c(Br)nc2c(N)ncnc21,5.5
CNc1nc(C(=O)NCc2ccccn2)cc(-c2ccc(C)o2)n1,6.82
Nc1nc(-c2ccc(F)cc2)c2c(n1)-c1c(CN3CCCC3)cccc1C2=O,7.07
CCCn1c(=O)c2nc(-c3cc(C(=O)O)n(C)n3)[nH]c2n(CCC)c1=O,3.99
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,3.99
CCCNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](C(=O)NC)[C@@H](O)[C@H]1O,6.5
CNc1nc(-n2cc(CC3CCCC3)nn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.47
CCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,6.3
Nc1nnc(-c2ccc(O)c(Cl)c2)c(-c2ccccc2)n1,9.535
CCCCn1c(=O)c2nc(-c3cnn(Cc4ccccc4)c3)[nH]c2n(CCCC)c1=O,5.85
COc1ccc(Cc2c(-c3ccccc3)sc(N)c2C(=O)c2ccc(Cl)cc2)cc1C,3.99
CN1CCN(CC(=O)Nc2cc(-n3cccn3)nc(-c3nccs3)n2)CC1,6.07
CCCn1c(=O)c2nc(-c3cnn(Cc4nc(-c5ccc(Cl)cc5)no4)c3)[nH]c2n(CCC)c1=O,6.13
COc1cccc(Cc2c(-c3ccccc3)sc(N)c2C(=O)c2ccc(Cl)cc2)c1,3.99
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)ncnc32)[C@H](O)[C@@H]1N,4.64
Cn1cc2c(nc(N)n3nc(-c4ccc(-c5ccccc5)cc4)nc23)n1,3.99
Cc1ccc(-c2nn3c(NC(=O)c4cccc(Cl)c4)nc4ccccc4n3c2=O)cc1,6.59
S=c1c2ncn3nc(-c4ccccc4)cc3c2c(C2CCCCC2)nn1Cc1ccccc1,8.02
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)NC4CCN(Cc5ccccc5)CC4)cc3)[nH]c2c1=O,5.93
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,3.99
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,3.99
N#Cc1c(N)nc(SCc2csc(N3CCOCC3)n2)nc1-c1ccc2c(c1)OCO2,8.73
Cc1ccc(C)c(-c2ccc3c(c2)Cc2sc(N)nc2-3)c1.I,3.99
CNC(=O)[C@H]1[Se][C@@H](n2cnc3c(NC4CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.73
Cc1ccc(CNc2ncc(C(=O)O)c3nc(-c4ccco4)nn23)cc1,5.56
CCCn1c(=O)c2nc(-c3cc(NC(=O)Cc4ccc(F)cc4)nn3C)[nH]c2n(CCC)c1=O,6.7
COc1ccc(Nc2c(-c3ccc(C(C)=O)cc3)c(C)nn2-c2ccccc2C)c(C(=O)O)c1,7.4
CN1CCC[C@H]1c1cccnc1,3.99
O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCc3cc(F)ccc3F)nc(Cl)nc21,5.9
N#Cc1ccc(-c2nc(N)c3cc(CN4CCC(F)CC4)sc3n2)cc1,5.07
CCCCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1,6.61
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,3.99
CC(=O)Nc1cc(-c2cccc(N3CCC(O)CC3)n2)nc(-n2nc(C)cc2C)n1,6.33
COc1ccc(-c2ccc3c(c2)Cc2sc(N)nc2-3)cc1.I,4.88
c1ccc(Nc2nc(NC3CC4CCC3C4)c3nc[nH]c3n2)cc1,5.65
Fc1ccc(-c2nnc(Cl)c3ncn4nc(-c5ccccc5)cc4c23)cc1,3.99
C=CCn1c(=S)sc2c1ncn1nc(-c3ccco3)nc21,7.72
CCOC(=O)c1cnc(N)n2nc(-c3ccco3)nc12,6.73
Cc1ccc(Nc2nc(N(C)C)c(C(=O)Nc3sc4c(c3C(N)=O)CCCC4)s2)cc1,4.49
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(N(C)C)nc32)[C@H](O)[C@@H]1O,3.99
Cn1cc2c(nc(NC(CO)CO)n3nc(-c4ccco4)nc23)n1,6.19
CCCn1c(=O)c2nc(C3CCCC3C(=O)O)[nH]c2n(CCC)c1=O,6.925
Nc1sc(-c2ccc(Cl)cc2)c(CN2CCN(c3cccc(C(F)(F)F)c3)CC2)c1C(=O)c1ccc(Cl)cc1,3.99
Cc1ccc2c(O)c(C(=O)NN3CCOCC3)cnc2n1,3.99
CCCn1c(Nc2cccc(C(F)(F)F)c2)nc2nc(C3CCCC3)[nH]c2c1=O,6.43
Nc1nc(C(=O)NCc2cccc3c2NCCC3)c2cccc(F)c2n1,6.67
CCn1c(=O)c2nc(-c3cnn(Cc4cccc(F)c4)c3)[nH]c2n(CC)c1=O,6.42
Cn1c(=O)c2[nH]c(-c3ccc(OCCCCl)cc3)nc2n(C)c1=O,3.99
CCCn1c(=O)c2nc(-c3cnn(Cc4cccc(C)c4F)c3)[nH]c2n(CCC)c1=O,6.41
CCCCC#Cc1nc(NC2CCCC2)c2ncn([C@H]3[C@H](O)[C@H](O)[C@@H]4C[C@@H]43)c2n1,5.8
Nc1sc(-c2ccc(Cl)cc2)c(CN2CCN(c3ccc(OC(F)(F)F)cc3)CC2)c1C(=O)c1ccc(Cl)cc1,3.99
COc1ccc2[nH]c(-c3cnc4ccccc4n3)nc2c1,3.99
Cc1ccc(-c2nc(NC(=O)CCc3ccccc3F)cc(-c3nccs3)n2)o1,6.39
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,3.99
Cc1ccc(C(=O)Nc2nc(Cl)c3cn(C)nc3n2)cc1,3.99
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,3.99
Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,8.11
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(C(=O)OC)cc3)sc12,6.73
Nc1c2c(nc3ccccc13)CCCC2,3.99
Nc1nc(-c2ccc(OCc3ccccc3)cc2)cn2c(=O)n(-c3ccccc3)nc12,5.43
Nc1nc(-c2cccs2)c2cnn(Cc3ccccc3F)c2n1,6.71
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,3.99
CC(C)(NC(=O)COc1ccc2[nH]c(=O)c(-c3nccs3)c(COc3ccccc3)c2c1)c1ccccc1,6.74
Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccccc3)nn12,7.13
COc1cccc(CCC(=O)Nc2nc3ccccc3c(=O)s2)c1,5.86
CN1CCN(CC(=O)Nc2cc(-c3nccs3)nc(-c3ccco3)n2)CC1,6.66
COc1cccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)c1,5.78
c1ccc(Nc2nc3c(N4CCOCC4)ncnc3s2)cc1,3.99
Nc1nc(-c2ccco2)c2nnn(Cc3cccc([N+](=O)[O-])c3)c2n1,6.64
COc1ccccc1-n1cc2nc(Cc3ccccc3)nc(N)c2n1,6.99
Cc1cc(C)n(-c2cc(NC(=O)CN3CC[C@@H](N(C)C)C3)nc(-c3ccc(C)o3)n2)n1,6.58
CCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.28
CC(C)n1cc2c(Cl)nc(NC(=O)c3ccccc3)nc2n1,4.71
Cc1nc(-c2sc(NC(=O)c3ccco3)nc2-c2ccccc2)no1,6.11
CCCn1c(=O)c2nc(-c3ccc(OCc4nc(-c5ccc(C(F)(F)F)cc5)no4)cc3)[nH]c2n(CCC)c1=O,5.93
CCCCn1cnc2c(N)ncnc21,3.99
Nc1nc(-c2ccco2)c2ncn(Cc3ccc(C(F)(F)F)cc3)c2n1,5.48
Cc1nc2cnccc2n1-c1ccc(OCc2cccc(/C=C/c3nc4cc(F)ccc4s3)c2)cc1,3.99
CCCC(=O)Nc1ncc(-c2cccc(Cl)c2)c(-c2ccccc2)n1,6.97
Clc1ccc(Nc2nc3c(N4CCCC4)ncnc3s2)cc1,3.99
N/C(=N/O)c1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,7.22
CCCOC(=O)c1cnc2c(cnn2CC(Cl)c2ccccc2)c1NC1CC1,6.8
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,3.99
CC(C)NCC(O)COc1cccc2[nH]ccc12,3.99
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,3.99
CCc1nc2c(=O)n(Cc3ccccc3)nc(-c3ccc(F)cc3)c2c2cc(-c3ccccc3)nn12,3.99
CCCn1c(=O)c2[nH]c(-c3cnn(CC4CC(=O)N(c5ccc(C(F)(F)F)cc5)C4)c3)nc2n(CCC)c1=O,6.97
O=P(OCCc1ccccc1)(OCCc1ccccc1)OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.21
CN1CCN(c2c3c(nc(N)n4nc(-c5ccco5)nc34)nn2C)CC1,7.52
CN1CCN(Cc2ccc(-c3nc4c5cnn(CCc6ccccc6)c5nc(N)n4n3)o2)CC1,3.99
CN1CCN(C(=O)[C@H]2S[C@@H](n3cnc4c(NCc5cccc(I)c5)nc(Cl)nc43)[C@H](O)[C@@H]2O)CC1,3.99
Nc1nc(NCc2cccnc2)nc2sc(-c3ccco3)nc12,8.15
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(NC(=O)c5cc(C(C)(C)C)c(O)c(C(C)(C)C)c5)cc4)nc32)[C@H](O)[C@@H]1O,5.4
CNC(=O)c1cnc(NCc2ccc(OC)c(OC)c2)n2nc(-c3ccco3)nc12,6.37
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCNC(=O)CCCCCCCNS(=O)(=O)c4cccc5c(N(C)C)cccc45)cc3)nc2n(CCC)c1=O,6.91
O=C(Nc1nc(-c2ccccc2)nc2nn(CCc3ccccc3)cc12)c1cccc(Cl)c1,5.98
NC(=O)CN1CCCC1=O,3.99
Nc1nc(-c2ccco2)nc2sc(CN3CCCC(F)(F)C3)cc12,6.54
CCOC(=O)c1nc(NC(=O)Cc2ccccc2)nc2nn(C(C)C)cc12,6.22
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,3.99
CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(C#CCO)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.58
O=C(Nc1nc(-c2ccccc2)nc2nn(CCc3ccccc3)cc12)c1ccccc1,7.57
CCCC(=O)Nc1nc(-c2ccccc2F)cc(-c2ccccc2F)n1,7.63
OC1CS[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H]1O,6.28
COc1cccc2c(C(=O)NCc3cccc4cccnc34)nc(N)nc12,8.22
CCCCn1c(=O)[nH]c2nc(-c3cnn(Cc4noc(-c5ccc(Cl)cc5)n4)c3)[nH]c2c1=O,3.99
CNC(=O)C1OC(n2cnc3c(Nc4cccc(I)c4)ncnc32)C(O)C1NC(N)=O,3.99
CCCCC(CC)CNc1ncc(C(=O)OCC)c2nc(-c3ccco3)nn12,5.94
CNc1ncnc2c1ncn2[C@@H]1S[C@H](C(=O)NC2CCC2)[C@@H](O)[C@H]1O,8.2
CC(=O)Nc1ccc(-c2cc(O)c3ccc(C)nc3n2)cc1,5.77
Nc1sc(-c2cccc(C(=O)NCCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2)c(-c2cccc(C(F)(F)F)c2)c1C(=O)c1ccccc1,7.005000000000001
C[C@H]1[C@H]2[C@@H](O[C@]13CC[C@@H](C)CO3)[C@@H](O)[C@H]1[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5O[C@H](CO)[C@H](O[C@@H]6O[C@H](CO)C(O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]12C,3.99
C[C@@]1(O)[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(NC3CC4CCC3C4)nc(Cl)nc21,8.04
NC(=O)N[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@@H]1O,3.99
Nc1ccc2c(O)c(C(=O)NCc3ccccc3)cnc2n1,6.2
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(CNCc3ccccn3)ccc1C2=O,7.58
Nc1nc2cccc(Cl)c2c2nc(-c3ccco3)nn12,8.46
CN(C)C(=O)[C@H]1S[C@@H](n2cnc3c(NCC4CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.39
O=C(Nc1cccc(Cl)c1)Nc1nc(-c2ccccc2)nc2nn(Cc3ccccc3)cc12,3.99
COc1cc(-c2nc3c([nH]2)C2=N[C@H](C)CN2C(=O)N3Cc2ccccc2)n(C)n1,5.59
Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,3.99
Nc1nc(NCc2ccccc2)nc2sc(-c3ccco3)nc12,7.35
CC(C)n1cc2c(Cl)nc(N(C(=O)c3ccccc3)C(=O)c3ccccc3)nc2n1,5.1
CN(C)c1cc2nc(NCc3cccnc3)nc(C(=O)c3cccs3)c2s1,7.71
N#Cc1sc(=S)n(CCc2ccccc2)c1/N=C/c1ccc(F)cc1,6.05
C=CCN1CCC(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)CC1,5.47
CCCn1c(=O)c2nc(C3=C(C(=O)O)CCC3)[nH]c2n(CCC)c1=O,3.99
CCC(=O)Nc1cnc(-c2ccncc2)c(-c2ccco2)n1,7.38
COCCCNC(=O)COc1ccc2c(c1)c(CCc1ccccc1)c(-c1ccc(F)cc1F)c(=O)n2C,5.44
OC[C@H]1O[C@H](n2cnc3c(NC4CC5CC4[C@H]4O[C@@H]54)ncnc32)[C@@H](O)[C@H]1O,8.96
CCCC#Cc1nc(NCc2cccc(Cl)c2)c2ncn([C@H]3[C@H](O)[C@H](O)[C@]4(C(=O)NC)C[C@H]34)c2n1,5.98
CCCn1c(Oc2cccc(O)c2)nc2nc(C3CCCC3)[nH]c2c1=O,7.98
COc1cc([C@H]2OC[C@](O)(Cc3ccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(OC)c3)[C@@H]2COC[C@H]2O[C@@](CO)(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)ccc1O,5.573333333333333
CCc1cnn([C@H]2C[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)c1,3.99
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccc(NC(=O)c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc4)nc32)[C@H](O)[C@@H]1O,5.66
Cn1cc2c(nc(NCC3CCCCC3)n3nc(-c4ccco4)nc23)n1,6.1
O=NN(CCCl)C(=O)NCCCl,3.99
CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,3.99
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCNC(=O)CCCCCNC(=O)COc4ccc(/C=C/C5=[N+]6C(=Cc7ccc(-c8cccs8)n7[B-]6(F)F)C=C5)cc4)cc3)nc2n(CCC)c1=O,7.12
CCOC(=O)c1nc(NC(=O)c2ccc(C)cc2)nc2nn(CC(C)(C)C)cc12,3.99
Cn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccc(Cl)cc4)nc23)n1,3.99
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(CNN3CCC(=O)CC3)ccc1C2=O,7.14
CCCn1c(=O)[nH]c2nc(-c3cnn(Cc4cccc(F)c4)c3)[nH]c2c1=O,5.75
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)N3CCC(S(=O)(=O)c4cccc(C(F)(F)F)c4)CC3)sc12,6.16
Cc1cccc(-n2nc3c(NC4CCCCC4)nc4ccccc4n3c2=O)c1,8.4
O=C(Nc1cnc(-c2ccncc2)c(-c2ccccc2F)n1)C1CC1,7.6
COc1ncc(Nc2ncc(-c3ccncn3)c(-c3ccco3)n2)cn1,3.99
C#CCCCCC(=O)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.05
COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,6.18
CCCn1c(=O)c2[nH]c(-c3ccccc3)cc2n(CCC)c1=O,7.47
CC(=O)Nc1ccc(O)cc1,3.99
CCCc1cc(O)c2ccc(C)nc2n1,6.32
COC[C@H]1CCCN1c1cc(N)nc(-n2nc(C)cc2C)n1,5.61
Cc1ccccc1CNc1nc(Cl)nc2c1ncn2[C@@H]1S[C@H](C(=O)NCC2CC2)[C@@H](O)[C@H]1O,5.7
CC(=O)NCCNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,6.4
O=C(C/C=C/c1ccccc1)Nc1nc2ccccc2c(=O)s1,6.08
Cl.Cl.Nc1nc(-c2ccccc2)c2c(n1)-c1cc(CN3CCCC3)ccc1C2=O,7.77
CC(C)Cn1c(=O)[nH]c2nc(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)[nH]c2c1=O,3.99
O=C(Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccc(Br)cc3)nn12)c1ccccc1,6.57
Nc1ccc(-n2nc3c(=O)[nH]c(-c4ccccc4)cn3c2=O)cc1,6.61
Cc1ccc(-c2nn3c(=O)[nH]c4ccccc4n3c2=O)cc1,5.36
Cc1cccc(-n2nc3c(N)nc4ccccc4n3c2=O)c1,7.7
Nc1nc(-c2ccco2)c2cc[nH]c2n1,5.56
CC(C)C(Br)C(=O)NC(N)=O,3.99
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(Nc4ccc(OCC(=O)Nc5ccc(OC)cc5)cc4)ncnc32)[C@H](O)[C@@H]1O,8.33
CCOC(=O)c1c(N)sc2c1CCN(C)C2,3.99
COC[C@H]1CCCN1c1cc(NC(C)=O)nc(-c2nccs2)n1,6.82
CCCOc1cc(NC(=O)CC)nc(SCCC)n1,5.83
CCCn1c(=O)c2nc(-c3cnn(CCc4ccccc4)c3)[nH]c2n(CCC)c1=O,7.77
Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3N)c2n1,6.5
Nc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,9.36
Cn1ncc2nc(N3CCOCC3)n3nc(-c4ccco4)nc3c21,3.99
CCCCc1nc2[nH]cnc2c2nc(-c3ccc(OC)cc3)nn12,6.4
